,year,date,time,day,venue,referee,team,opponent,formation,result,poss,gf,ga,gls,sh,sot,sot%,g/sh,g/sot,pk,pkatt
668,2023,2023-08-08,nan,Tue,Away,Diego Pombo Lopez,Londrina,Criciúma,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
669,2023,2023-08-15,nan,Tue,Home,Diego Pombo Lopez,Londrina,Atl Goianiense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
670,2023,2023-08-22,nan,Tue,Away,Diego Pombo Lopez,Londrina,Ponte Preta,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
671,2023,2023-08-25,nan,Fri,Home,Diego Pombo Lopez,Londrina,Tombense Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
672,2023,2023-08-29,nan,Tue,Away,Diego Pombo Lopez,Londrina,Ceará,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
673,2023,2023-09-19,nan,Tue,Home,Diego Pombo Lopez,Londrina,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
674,2023,2023-09-29,nan,Fri,Away,Diego Pombo Lopez,Londrina,Sport Recife,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
675,2023,2023-10-03,nan,Tue,Home,Diego Pombo Lopez,Londrina,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
676,2023,2023-10-06,nan,Fri,Away,Diego Pombo Lopez,Londrina,Mirassol Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
677,2023,2023-10-17,nan,Tue,Home,Diego Pombo Lopez,Londrina,Avaí,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
678,2023,2023-10-24,nan,Tue,Away,Diego Pombo Lopez,Londrina,Juventude,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
679,2023,2023-10-27,nan,Fri,Home,Diego Pombo Lopez,Londrina,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
680,2023,2023-10-31,nan,Tue,Home,Diego Pombo Lopez,Londrina,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
681,2023,2023-11-07,nan,Tue,Away,Diego Pombo Lopez,Londrina,Vila Nova,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
682,2023,2023-11-10,nan,Fri,Home,Diego Pombo Lopez,Londrina,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
683,2023,2023-11-25,nan,Sat,Away,Diego Pombo Lopez,Londrina,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
684,2023,2023-04-16,15:30,Sun,Away,Flavio Rodrigues de Souza,ABC,Londrina,4-3-3,L,47.0,0.0,0.0,0.0,9.0,4.0,44.4,0.0,0.0,0.0,0.0
685,2023,2023-04-23,17:00,Sun,Home,Matheus Delgado Candançan,ABC,Vitória,4-4-2,L,37.0,0.0,0.0,0.0,12.0,1.0,8.3,0.0,0.0,0.0,0.0
686,2023,2023-04-30,17:00,Sun,Home,Felipe Fernandes de Lima,ABC,Ceará,4-2-3-1,L,51.0,1.0,1.0,1.0,16.0,7.0,43.8,0.0,0.0,1.0,1.0
687,2023,2023-05-03,19:00,Wed,Away,Maguielson Lima Barbosa,ABC,Ituano,3-4-1-2,L,46.0,0.0,0.0,0.0,7.0,1.0,14.3,0.0,0.0,0.0,0.0
688,2023,2023-05-06,20:30,Sat,Away,Luiz Flávio de Oliveira,ABC,CRB,3-4-3,D,34.0,1.0,1.0,1.0,10.0,4.0,40.0,0.1,0.25,0.0,0.0
689,2023,2023-05-14,18:00,Sun,Home,Lucas Paulo Torezin,ABC,Botafogo (SP),4-3-3,L,68.0,1.0,1.0,1.0,16.0,4.0,25.0,0.06,0.25,0.0,0.0
690,2023,2023-05-20,17:00,Sat,Away,Yuri Elino Ferreira da Cruz,ABC,Sampaio Corrêa,4-3-3,L,50.0,0.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0
691,2023,2023-05-23,21:30,Tue,Home,Michelangelo Martins de Almeida Junior,ABC,Tombense Futebol Clube,4-2-3-1,W,43.0,1.0,1.0,0.0,11.0,4.0,36.4,0.0,0.0,0.0,0.0
692,2023,2023-05-28,18:00,Sun,Away,Dyorgines José Padovani Andrade,ABC,Sport Recife,4-4-2,L,44.0,1.0,1.0,1.0,9.0,5.0,55.6,0.11,0.2,0.0,0.0
693,2023,2023-06-03,17:00,Sat,Home,Alisson Sidnei Furtado,ABC,Grêmio Novorizontino,4-4-2,L,50.0,0.0,0.0,0.0,9.0,1.0,11.1,0.0,0.0,0.0,0.0
694,2023,2023-06-06,19:00,Tue,Away,Leo Simão Holanda,ABC,Ponte Preta,4-4-2,D,40.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.2390967741935484,0.0,0.0
695,2023,2023-06-09,21:30,Fri,Home,Jonathan Antero Silva,ABC,Chapecoense,4-2-3-1,D,42.0,1.0,1.0,1.0,12.0,2.0,16.7,0.0,0.0,1.0,1.0
696,2023,2023-06-25,11:00,Sun,Away,Jefferson Ferreira de Moraes,ABC,Mirassol Futebol Clube,4-2-3-1,L,45.0,2.0,2.0,2.0,8.0,5.0,62.5,0.25,0.4,0.0,0.0
697,2023,2023-06-28,19:00,Wed,Home,Rafael Martins Diniz,ABC,Atl Goianiense,4-2-3-1,D,46.0,1.0,1.0,1.0,12.0,3.0,25.0,0.0,0.0,1.0,1.0
698,2023,2023-07-01,17:00,Sat,Away,Matheus Delgado Candançan,ABC,Avaí,4-4-2,W,34.0,2.0,2.0,2.0,10.0,5.0,50.0,0.2,0.4,0.0,0.0
699,2023,2023-07-08,14:30,Sat,Home,Ivan da Silva Guimarães Jr.,ABC,Criciúma,4-2-3-1,L,64.0,0.0,0.0,0.0,25.0,11.0,44.0,0.0,0.0,0.0,0.0
700,2023,2023-07-15,11:00,Sat,Away,Maguielson Lima Barbosa,ABC,Juventude,4-2-3-1,D,39.0,1.0,1.0,1.0,3.0,3.0,100.0,0.33,0.33,0.0,0.0
701,2023,2023-07-19,21:30,Wed,Home,Diego Pombo Lopez,ABC,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,11.0,187.0,61.0,32.6,0.04,0.13,3.0,3.0
702,2023,2023-07-21,nan,Fri,Away,Diego Pombo Lopez,ABC,Vila Nova,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
703,2023,2023-07-25,nan,Tue,Home,Diego Pombo Lopez,ABC,Londrina,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
704,2023,2023-08-01,nan,Tue,Away,Diego Pombo Lopez,ABC,Vitória,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
705,2023,2023-08-04,nan,Fri,Away,Diego Pombo Lopez,ABC,Ceará,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
706,2023,2023-08-08,nan,Tue,Home,Diego Pombo Lopez,ABC,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
707,2023,2023-08-15,nan,Tue,Home,Diego Pombo Lopez,ABC,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
708,2023,2023-08-22,nan,Tue,Away,Diego Pombo Lopez,ABC,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
709,2023,2023-08-25,nan,Fri,Home,Diego Pombo Lopez,ABC,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
710,2023,2023-08-29,nan,Tue,Away,Diego Pombo Lopez,ABC,Tombense Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
711,2023,2023-09-19,nan,Tue,Home,Diego Pombo Lopez,ABC,Sport Recife,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
712,2023,2023-09-29,nan,Fri,Away,Diego Pombo Lopez,ABC,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
713,2023,2023-10-03,nan,Tue,Home,Diego Pombo Lopez,ABC,Ponte Preta,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
714,2023,2023-10-06,nan,Fri,Away,Diego Pombo Lopez,ABC,Chapecoense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
715,2023,2023-10-17,nan,Tue,Home,Diego Pombo Lopez,ABC,Mirassol Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
716,2023,2023-10-24,nan,Tue,Away,Diego Pombo Lopez,ABC,Atl Goianiense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
717,2023,2023-10-27,nan,Fri,Home,Diego Pombo Lopez,ABC,Avaí,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
718,2023,2023-10-31,nan,Tue,Away,Diego Pombo Lopez,ABC,Criciúma,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
719,2023,2023-11-07,nan,Tue,Home,Diego Pombo Lopez,ABC,Juventude,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
720,2023,2023-11-10,nan,Fri,Away,Diego Pombo Lopez,ABC,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
721,2023,2023-11-25,nan,Sat,Home,Diego Pombo Lopez,ABC,Vila Nova,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
722,2023,2023-04-14,19:00,Fri,Away,Emerson Ricardo de Almeida Andrade,Avai,Guarani,4-2-3-1,L,58.0,1.0,1.0,1.0,11.0,1.0,9.1,0.09,1.0,0.0,0.0
723,2023,2023-04-22,16:00,Sat,Home,Maguielson Lima Barbosa,Avai,Mirassol Futebol Clube,4-3-3,W,58.0,1.0,1.0,1.0,19.0,8.0,42.1,0.05,0.13,0.0,0.0
724,2023,2023-04-28,19:00,Fri,Away,Wagner do Nascimento Magalhães,Avai,Criciúma,4-3-3,L,45.0,0.0,0.0,0.0,8.0,2.0,25.0,0.0,0.0,0.0,0.0
725,2023,2023-05-03,21:15,Wed,Home,Vinicius Gonçalves Dias Araujo,Avai,Vila Nova,4-2-3-1,L,73.0,0.0,0.0,0.0,17.0,4.0,23.5,0.0,0.0,0.0,0.0
726,2023,2023-05-06,18:15,Sat,Away,Edina Alves Batista,Avai,Tombense Futebol Clube,4-3-3,W,42.0,1.0,1.0,1.0,8.0,3.0,37.5,0.13,0.33,0.0,0.0
727,2023,2023-05-12,21:30,Fri,Home,Jean Pierre Goncalves Lima,Avai,Chapecoense,4-3-3,L,50.0,1.0,1.0,1.0,10.0,3.0,30.0,0.1,0.33,0.0,0.0
728,2023,2023-05-19,21:30,Fri,Away,Vinicius Gonçalves Dias Araujo,Avai,Atl Goianiense,4-4-2◆,D,40.0,0.0,0.0,0.0,10.0,4.0,40.0,0.0,0.0,0.0,0.0
729,2023,2023-05-23,21:30,Tue,Away,Marielson Alves Silva,Avai,Grêmio Novorizontino,4-3-3,L,56.0,0.0,0.0,0.0,8.0,3.0,37.5,0.0,0.0,0.0,0.0
730,2023,2023-05-27,17:30,Sat,Home,Marcelo de Lima Henrique,Avai,Vitória,4-3-3,D,57.0,1.0,1.0,1.0,20.0,6.0,30.0,0.05,0.17,0.0,0.0
731,2023,2023-06-03,16:00,Sat,Away,Bruno Mota Correia,Avai,Juventude,5-4-1,L,40.0,2.0,2.0,2.0,9.0,5.0,55.6,0.22,0.4,0.0,0.0
732,2023,2023-06-07,19:00,Wed,Away,Yuri Elino Ferreira da Cruz,Avai,Sport Recife,3-4-3,L,46.0,1.0,1.0,1.0,17.0,5.0,29.4,0.0,0.0,1.0,1.0
733,2023,2023-06-11,15:30,Sun,Home,Dyorgines José Padovani Andrade,Avai,Botafogo (SP),4-4-2◆,D,40.0,1.0,1.0,0.0,9.0,1.0,11.1,0.0,0.0,0.0,0.0
734,2023,2023-06-24,16:00,Sat,Home,Denis da Silva Ribeiro Serafim,Avai,Londrina,4-3-1-2,D,58.0,0.0,0.0,0.0,23.0,5.0,21.7,0.0,0.0,0.0,0.0
735,2023,2023-06-28,19:00,Wed,Away,Douglas Marques das Flores,Avai,Ceará,4-3-3,D,36.0,0.0,0.0,0.0,12.0,1.0,8.3,0.0,0.0,0.0,0.0
736,2023,2023-07-01,17:00,Sat,Home,Matheus Delgado Candançan,Avai,ABC,4-2-3-1,L,66.0,0.0,0.0,0.0,12.0,2.0,16.7,0.0,0.0,0.0,0.0
737,2023,2023-07-08,17:00,Sat,Home,Jefferson Ferreira de Moraes,Avai,Ponte Preta,4-3-3,L,44.0,0.0,0.0,0.0,15.0,3.0,20.0,0.0,0.0,0.0,0.0
738,2023,2023-07-14,19:00,Fri,Away,Diego Pombo Lopez,Avai,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,8.0,208.0,56.0,26.9,0.03,0.13,1.0,1.0
739,2023,2023-07-19,21:30,Wed,Home,Diego Pombo Lopez,Avai,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
740,2023,2023-07-21,nan,Fri,Away,Diego Pombo Lopez,Avai,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
741,2023,2023-07-25,nan,Tue,Home,Diego Pombo Lopez,Avai,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
742,2023,2023-08-01,nan,Tue,Away,Diego Pombo Lopez,Avai,Mirassol Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
743,2023,2023-08-04,nan,Fri,Home,Diego Pombo Lopez,Avai,Criciúma,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
744,2023,2023-08-08,nan,Tue,Away,Diego Pombo Lopez,Avai,Vila Nova,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
745,2023,2023-08-15,nan,Tue,Home,Diego Pombo Lopez,Avai,Tombense Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
746,2023,2023-08-22,nan,Tue,Away,Diego Pombo Lopez,Avai,Chapecoense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
747,2023,2023-08-25,nan,Fri,Home,Diego Pombo Lopez,Avai,Atl Goianiense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
748,2023,2023-08-29,nan,Tue,Home,Diego Pombo Lopez,Avai,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
749,2023,2023-09-19,nan,Tue,Away,Diego Pombo Lopez,Avai,Vitória,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
750,2023,2023-09-29,nan,Fri,Home,Diego Pombo Lopez,Avai,Juventude,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
751,2023,2023-10-03,nan,Tue,Home,Diego Pombo Lopez,Avai,Sport Recife,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
752,2023,2023-10-06,nan,Fri,Away,Diego Pombo Lopez,Avai,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
753,2023,2023-10-17,nan,Tue,Away,Diego Pombo Lopez,Avai,Londrina,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
754,2023,2023-10-24,nan,Tue,Home,Diego Pombo Lopez,Avai,Ceará,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
755,2023,2023-10-27,nan,Fri,Away,Diego Pombo Lopez,Avai,ABC,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
756,2023,2023-10-31,nan,Tue,Away,Diego Pombo Lopez,Avai,Ponte Preta,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
757,2023,2023-11-07,nan,Tue,Home,Diego Pombo Lopez,Avai,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
758,2023,2023-11-10,nan,Fri,Away,Diego Pombo Lopez,Avai,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
759,2023,2023-11-25,nan,Sat,Home,Diego Pombo Lopez,Avai,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
760,2022,2022-04-08,21:30,Fri,Away,Ramon Abatti Abel,Cruzeiro,Bahia,4-3-3,L,62.0,0.0,0.0,0.0,11.0,1.0,9.1,0.0,0.0,0.0,0.0
761,2022,2022-04-12,21:30,Tue,Home,Antonio Dib Moraes de Sousa,Cruzeiro,Brusque Futebol Clube,4-3-3,W,60.0,1.0,1.0,1.0,13.0,5.0,38.5,0.08,0.2,0.0,0.0
762,2022,2022-04-23,19:00,Sat,Away,Rodolpho Toski Marques,Cruzeiro,Tombense Futebol Clube,4-3-3,D,72.0,1.0,1.0,1.0,18.0,5.0,27.8,0.0,0.0,1.0,1.0
763,2022,2022-04-26,21:30,Tue,Home,Douglas Schwengber da Silva,Cruzeiro,Londrina,3-4-3,W,63.0,1.0,1.0,1.0,15.0,5.0,33.3,0.07,0.2,0.0,0.0
764,2022,2022-04-30,19:00,Sat,Away,Luiz Flávio de Oliveira,Cruzeiro,Chapecoense,3-4-3,W,60.0,2.0,2.0,2.0,26.0,5.0,19.2,0.08,0.4,0.0,0.0
765,2022,2022-05-08,16:00,Sun,Home,Flavio Rodrigues De Souza,Cruzeiro,Grêmio,3-4-3,W,56.0,1.0,1.0,0.0,11.0,1.0,9.1,0.0,0.0,0.0,0.0
766,2022,2022-05-15,16:00,Sun,Away,Leandro Pedro Vuaden,Cruzeiro,Náutico,3-4-3,W,54.0,1.0,1.0,1.0,13.0,2.0,15.4,0.08,0.5,0.0,0.0
767,2022,2022-05-22,11:00,Sun,Home,Jefferson Ferreira de Moraes,Cruzeiro,Sampaio Corrêa,3-4-3,W,71.0,2.0,2.0,2.0,22.0,8.0,36.4,0.09,0.25,0.0,0.0
768,2022,2022-05-27,21:30,Fri,Away,Paulo Roberto Alves Júnior,Cruzeiro,Criciúma,3-4-3,W,69.0,1.0,1.0,1.0,22.0,4.0,18.2,0.05,0.25,0.0,0.0
769,2022,2022-06-03,21:30,Fri,Away,Ramon Abatti Abel,Cruzeiro,Operário,3-4-3,W,53.0,2.0,2.0,2.0,9.0,7.0,77.8,0.22,0.29,0.0,0.0
770,2022,2022-06-08,19:00,Wed,Home,Caio Max Augusto Vieira,Cruzeiro,CRB,3-4-3,W,56.0,2.0,2.0,2.0,24.0,6.0,25.0,0.08,0.33,0.0,0.0
771,2022,2022-06-12,16:00,Sun,Away,Anderson Daronco,Cruzeiro,Vasco da Gama,4-2-3-1,L,62.0,0.0,0.0,0.0,14.0,2.0,14.3,0.0,0.0,0.0,0.0
772,2022,2022-06-16,16:00,Thu,Home,Paulo Roberto Alves Júnior,Cruzeiro,Ponte Preta,3-4-3,W,58.0,2.0,2.0,2.0,10.0,3.0,30.0,0.2,0.67,0.0,0.0
773,2022,2022-06-28,21:30,Tue,Home,Leandro Pedro Vuaden,Cruzeiro,Sport Recife,3-4-3,W,59.0,2.0,2.0,1.0,25.0,8.0,32.0,0.04,0.13,0.0,0.0
774,2022,2022-07-01,21:30,Fri,Home,Edina Alves Batista,Cruzeiro,Vila Nova,3-4-3,W,59.0,2.0,2.0,2.0,16.0,7.0,43.8,0.13,0.29,0.0,0.0
775,2022,2022-07-05,19:00,Tue,Away,Bruno Arleu de Araujo,Cruzeiro,Ituano,3-4-3,D,70.0,1.0,1.0,0.0,12.0,1.0,8.3,0.0,0.0,0.0,0.0
776,2022,2022-07-09,11:00,Sat,Away,Jean Pierre Goncalves Lima,Cruzeiro,Guarani,3-4-3,L,66.0,0.0,0.0,0.0,12.0,5.0,41.7,0.0,0.0,0.0,0.0
