,year,date,time,day,venue,referee,team,opponent,formation,result,poss,gf,ga,gls,sh,sot,sot%,g/sh,g/sot,pk,pkatt
0,2023,2023-04-15,16:00,Sat,Home,Leo Simão Holanda,Vila Nova,Grêmio Novorizontino,4-3-3,W,50.0,2.0,2.0,2.0,17.0,5.0,29.4,0.12,0.4,0.0,0.0
1,2023,2023-04-30,18:15,Sun,Home,Diego Pombo Lopez,Vila Nova,Juventude,4-3-3,W,37.0,1.0,1.0,1.0,16.0,2.0,12.5,0.06,0.5,0.0,0.0
2,2023,2023-05-03,21:15,Wed,Away,Vinicius Gonçalves Dias Araujo,Vila Nova,Avaí,4-3-3,W,28.0,3.0,3.0,3.0,15.0,5.0,33.3,0.2,0.6,0.0,0.0
3,2023,2023-05-06,18:15,Sat,Away,Caio Max Augusto Vieira,Vila Nova,Mirassol Futebol Clube,4-3-3,D,38.0,1.0,1.0,1.0,18.0,7.0,38.9,0.06,0.14,0.0,0.0
4,2023,2023-05-12,19:00,Fri,Home,André Luiz Skettino Policarpo Bento,Vila Nova,Criciúma,4-2-3-1,D,56.0,0.0,0.0,0.0,25.0,6.0,24.0,0.0,0.0,0.0,0.0
5,2023,2023-05-21,18:15,Sun,Away,Dyorgines José Padovani Andrade,Vila Nova,CRB,4-3-3,W,68.0,3.0,3.0,3.0,26.0,10.0,38.5,0.12,0.3,0.0,0.0
6,2023,2023-05-24,19:00,Wed,Home,Lucas Paulo Torezin,Vila Nova,Ituano,4-4-2,W,39.0,1.0,1.0,1.0,22.0,6.0,27.3,0.05,0.17,0.0,1.0
7,2023,2023-05-28,11:00,Sun,Away,Bruno Mota Correia,Vila Nova,Ponte Preta,4-4-2,L,53.0,0.0,0.0,0.0,12.0,1.0,8.3,0.0,0.0,0.0,0.0
8,2023,2023-06-03,19:00,Sat,Home,Leonardo Ferreira Lima,Vila Nova,Sampaio Corrêa,4-4-2,W,38.0,3.0,3.0,3.0,9.0,3.0,33.3,0.33,1.0,0.0,0.0
9,2023,2023-06-06,19:00,Tue,Away,Douglas Marques das Flores,Vila Nova,Chapecoense,4-4-2,W,49.0,1.0,1.0,1.0,23.0,10.0,43.5,0.04,0.1,0.0,0.0
10,2023,2023-06-10,16:00,Sat,Home,Caio Max Augusto Vieira,Vila Nova,Guarani,4-4-2,D,44.0,0.0,0.0,0.0,26.0,6.0,23.1,0.0,0.0,0.0,0.0
11,2023,2023-06-18,18:00,Sun,Away,Paulo Cesar Zanovelli da Silva,Vila Nova,Sport Recife,4-2-3-1,L,57.0,0.0,0.0,0.0,15.0,4.0,26.7,0.0,0.0,0.0,0.0
12,2023,2023-06-24,11:00,Sat,Away,Felipe Fernandes de Lima,Vila Nova,Botafogo (SP),4-4-1-1,W,40.0,3.0,3.0,3.0,10.0,5.0,50.0,0.3,0.6,0.0,0.0
13,2023,2023-06-27,21:30,Tue,Home,Arthur Gomes Rabelo,Vila Nova,Tombense Futebol Clube,4-4-1-1,W,66.0,1.0,1.0,1.0,29.0,6.0,20.7,0.03,0.17,0.0,0.0
14,2023,2023-07-01,16:00,Sat,Away,Luiz Flávio de Oliveira,Vila Nova,Atl Goianiense,4-2-3-1,D,38.0,1.0,1.0,1.0,14.0,7.0,50.0,0.07,0.14,0.0,0.0
15,2023,2023-07-10,20:00,Mon,Home,Matheus Delgado Candançan,Vila Nova,Vitória,4-4-2,W,44.0,1.0,1.0,1.0,22.0,3.0,13.6,0.05,0.33,0.0,0.0
16,2023,2023-07-15,17:00,Sat,Away,Caio Max Augusto Vieira,Vila Nova,Londrina,4-3-3,L,63.0,0.0,0.0,0.0,19.0,7.0,36.8,0.0,0.0,0.0,0.0
17,2023,2023-07-19,21:30,Wed,Away,Diego Pombo Lopez,Vila Nova,Ceará,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,21.0,318.0,93.0,29.2,0.07,0.23,0.0,1.0
18,2023,2023-07-21,nan,Fri,Home,Diego Pombo Lopez,Vila Nova,ABC,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
19,2023,2023-07-25,nan,Tue,Away,Diego Pombo Lopez,Vila Nova,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
20,2023,2023-08-01,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Sport Recife,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
21,2023,2023-08-04,nan,Fri,Away,Diego Pombo Lopez,Vila Nova,Juventude,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
22,2023,2023-08-08,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Avaí,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
23,2023,2023-08-15,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Mirassol Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
24,2023,2023-08-22,nan,Tue,Away,Diego Pombo Lopez,Vila Nova,Criciúma,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
25,2023,2023-08-25,nan,Fri,Home,Diego Pombo Lopez,Vila Nova,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
26,2023,2023-08-29,nan,Tue,Away,Diego Pombo Lopez,Vila Nova,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
27,2023,2023-09-19,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Ponte Preta,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
28,2023,2023-09-29,nan,Fri,Away,Diego Pombo Lopez,Vila Nova,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
29,2023,2023-10-03,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Chapecoense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
30,2023,2023-10-06,nan,Fri,Away,Diego Pombo Lopez,Vila Nova,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
31,2023,2023-10-17,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
32,2023,2023-10-24,nan,Tue,Away,Diego Pombo Lopez,Vila Nova,Tombense Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
33,2023,2023-10-27,nan,Fri,Home,Diego Pombo Lopez,Vila Nova,Atl Goianiense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
34,2023,2023-10-31,nan,Tue,Away,Diego Pombo Lopez,Vila Nova,Vitória,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
35,2023,2023-11-07,nan,Tue,Home,Diego Pombo Lopez,Vila Nova,Londrina,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
36,2023,2023-11-10,nan,Fri,Home,Diego Pombo Lopez,Vila Nova,Ceará,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
37,2023,2023-11-25,nan,Sat,Away,Diego Pombo Lopez,Vila Nova,ABC,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
38,2023,2023-04-16,11:00,Sun,Home,Denis da Silva Ribeiro Serafim,Criciuma,Tombense Futebol Clube,4-2-2-2,W,36.0,2.0,2.0,2.0,14.0,6.0,42.9,0.14,0.33,0.0,0.0
39,2023,2023-04-21,21:30,Fri,Away,Leandro Pedro Vuaden,Criciuma,Ponte Preta,4-2-2-2,W,45.0,2.0,2.0,2.0,10.0,5.0,50.0,0.2,0.4,0.0,0.0
40,2023,2023-04-28,19:00,Fri,Home,Wagner do Nascimento Magalhães,Criciuma,Avaí,4-4-2,W,55.0,1.0,1.0,1.0,12.0,3.0,25.0,0.08,0.33,0.0,0.0
41,2023,2023-05-01,16:00,Mon,Away,Matheus Delgado Candançan,Criciuma,Londrina,4-2-2-2,D,53.0,1.0,1.0,1.0,18.0,3.0,16.7,0.06,0.33,0.0,0.0
42,2023,2023-05-06,16:00,Sat,Home,Leandro Pedro Vuaden,Criciuma,Ituano,4-4-2,W,52.0,2.0,2.0,2.0,14.0,6.0,42.9,0.14,0.33,0.0,0.0
43,2023,2023-05-12,19:00,Fri,Away,André Luiz Skettino Policarpo Bento,Criciuma,Vila Nova,4-2-3-1,D,44.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,0.0,0.0,0.0
44,2023,2023-05-21,15:30,Sun,Home,Wilton Sampaio,Criciuma,Ceará,4-4-2,L,60.0,1.0,1.0,1.0,22.0,9.0,40.9,0.0,0.0,1.0,1.0
45,2023,2023-05-24,21:30,Wed,Home,João Vitor Gobi,Criciuma,Sport Recife,4-2-3-1,W,45.0,1.0,1.0,1.0,19.0,5.0,26.3,0.05,0.2,0.0,0.0
46,2023,2023-05-28,15:30,Sun,Away,Felipe Fernandes de Lima,Criciuma,Mirassol Futebol Clube,4-2-2-2,L,51.0,0.0,0.0,0.0,7.0,1.0,14.3,0.0,0.0,0.0,0.0
47,2023,2023-06-02,21:30,Fri,Home,Rafael Rodrigo Klein,Criciuma,Atl Goianiense,4-4-2,W,45.0,3.0,3.0,3.0,17.0,9.0,52.9,0.12,0.22,1.0,1.0
48,2023,2023-06-08,16:00,Thu,Home,Maguielson Lima Barbosa,Criciuma,Juventude,4-4-2,L,52.0,0.0,0.0,0.0,17.0,3.0,17.6,0.0,0.0,0.0,0.0
49,2023,2023-06-11,18:00,Sun,Away,Flavio Rodrigues de Souza,Criciuma,Vitória,4-3-3,W,39.0,1.0,1.0,1.0,7.0,2.0,28.6,0.14,0.5,0.0,0.0
50,2023,2023-06-24,17:00,Sat,Away,Paulo Cesar Zanovelli da Silva,Criciuma,Chapecoense,4-3-3,D,57.0,1.0,1.0,1.0,15.0,4.0,26.7,0.07,0.25,0.0,0.0
51,2023,2023-06-27,19:00,Tue,Home,Marcelo de Lima Henrique,Criciuma,CRB,4-3-3,W,39.0,2.0,2.0,2.0,12.0,8.0,66.7,0.17,0.25,0.0,0.0
52,2023,2023-07-01,17:00,Sat,Away,Paulo Henrique de Melo Salmazio,Criciuma,Sampaio Corrêa,4-3-3,W,46.0,2.0,2.0,2.0,11.0,4.0,36.4,0.18,0.5,0.0,0.0
53,2023,2023-07-08,14:30,Sat,Away,Ivan da Silva Guimarães Jr.,Criciuma,ABC,4-3-3,W,36.0,1.0,1.0,1.0,4.0,2.0,50.0,0.0,0.0,1.0,1.0
54,2023,2023-07-13,20:00,Thu,Home,Denis da Silva Ribeiro Serafim,Criciuma,Guarani,4-3-3,D,63.0,1.0,1.0,1.0,21.0,7.0,33.3,0.05,0.14,0.0,0.0
55,2023,2023-07-17,20:00,Mon,Away,Diego Pombo Lopez,Criciuma,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,21.0,223.0,78.0,35.0,0.08,0.23,3.0,3.0
56,2023,2023-07-21,nan,Fri,Home,Diego Pombo Lopez,Criciuma,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
57,2023,2023-07-25,nan,Tue,Away,Diego Pombo Lopez,Criciuma,Tombense Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
58,2023,2023-08-01,nan,Tue,Home,Diego Pombo Lopez,Criciuma,Ponte Preta,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
59,2023,2023-08-04,nan,Fri,Away,Diego Pombo Lopez,Criciuma,Avaí,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
60,2023,2023-08-08,nan,Tue,Home,Diego Pombo Lopez,Criciuma,Londrina,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
61,2023,2023-08-15,nan,Tue,Away,Diego Pombo Lopez,Criciuma,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
62,2023,2023-08-22,nan,Tue,Home,Diego Pombo Lopez,Criciuma,Vila Nova,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
63,2023,2023-08-25,nan,Fri,Away,Diego Pombo Lopez,Criciuma,Ceará,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
64,2023,2023-08-29,nan,Tue,Away,Diego Pombo Lopez,Criciuma,Sport Recife,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
65,2023,2023-09-19,nan,Tue,Home,Diego Pombo Lopez,Criciuma,Mirassol Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
66,2023,2023-09-29,nan,Fri,Away,Diego Pombo Lopez,Criciuma,Atl Goianiense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
67,2023,2023-10-03,nan,Tue,Away,Diego Pombo Lopez,Criciuma,Juventude,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
68,2023,2023-10-06,nan,Fri,Home,Diego Pombo Lopez,Criciuma,Vitória,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
69,2023,2023-10-17,nan,Tue,Home,Diego Pombo Lopez,Criciuma,Chapecoense,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
70,2023,2023-10-24,nan,Tue,Away,Diego Pombo Lopez,Criciuma,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
71,2023,2023-10-27,nan,Fri,Home,Diego Pombo Lopez,Criciuma,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
72,2023,2023-10-31,nan,Tue,Home,Diego Pombo Lopez,Criciuma,ABC,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
73,2023,2023-11-07,nan,Tue,Away,Diego Pombo Lopez,Criciuma,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
74,2023,2023-11-10,nan,Fri,Home,Diego Pombo Lopez,Criciuma,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
75,2023,2023-11-25,nan,Sat,Away,Diego Pombo Lopez,Criciuma,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
76,2023,2023-04-30,15:30,Sun,Away,Paulo Cesar Zanovelli da Silva,Sport Recife,Grêmio Novorizontino,4-2-3-1,D,46.0,0.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0
77,2023,2023-05-07,19:00,Sun,Home,Anderson Daronco,Sport Recife,Guarani,4-2-3-1,W,48.0,2.0,2.0,2.0,22.0,6.0,27.3,0.09,0.33,0.0,0.0
78,2023,2023-05-10,21:30,Wed,Home,Luiz Flávio de Oliveira,Sport Recife,Tombense Futebol Clube,4-2-3-1,W,44.0,3.0,3.0,3.0,13.0,6.0,46.2,0.23,0.5,0.0,0.0
79,2023,2023-05-14,20:30,Sun,Away,Leo Simão Holanda,Sport Recife,Ituano,4-2-3-1,D,47.0,1.0,1.0,1.0,13.0,4.0,30.8,0.08,0.25,0.0,0.0
80,2023,2023-05-20,16:00,Sat,Home,Bruno Mota Correia,Sport Recife,Botafogo (SP),4-2-3-1,W,46.0,3.0,3.0,2.0,18.0,4.0,22.2,0.11,0.5,0.0,0.0
81,2023,2023-05-24,21:30,Wed,Away,João Vitor Gobi,Sport Recife,Criciúma,4-2-3-1,L,55.0,0.0,0.0,0.0,10.0,4.0,40.0,0.0,0.0,0.0,0.0
82,2023,2023-05-28,18:00,Sun,Home,Dyorgines José Padovani Andrade,Sport Recife,ABC,4-2-3-1,W,56.0,4.0,4.0,4.0,18.0,7.0,38.9,0.22,0.57,0.0,0.0
83,2023,2023-06-04,18:00,Sun,Away,Thiago Luis Scarascati,Sport Recife,Londrina,4-2-3-1,W,63.0,2.0,2.0,2.0,7.0,3.0,42.9,0.29,0.67,0.0,0.0
84,2023,2023-06-07,19:00,Wed,Home,Yuri Elino Ferreira da Cruz,Sport Recife,Avaí,4-2-3-1,W,54.0,2.0,2.0,2.0,7.0,3.0,42.9,0.29,0.67,0.0,0.0
85,2023,2023-06-11,11:00,Sun,Away,Bruno Arleu de Araujo,Sport Recife,Ponte Preta,4-2-3-1,D,65.0,1.0,1.0,1.0,18.0,3.0,16.7,0.06,0.33,0.0,0.0
86,2023,2023-06-18,18:00,Sun,Home,Paulo Cesar Zanovelli da Silva,Sport Recife,Vila Nova,4-2-3-1,W,43.0,1.0,1.0,1.0,11.0,4.0,36.4,0.09,0.25,0.0,0.0
87,2023,2023-06-22,21:30,Thu,Home,Matheus Delgado Candançan,Sport Recife,Juventude,4-2-3-1,W,41.0,3.0,3.0,3.0,16.0,8.0,50.0,0.19,0.38,0.0,0.0
88,2023,2023-06-27,19:00,Tue,Away,Leonardo Ferreira Lima,Sport Recife,Chapecoense,4-2-3-1,D,43.0,1.0,1.0,1.0,8.0,2.0,25.0,0.13,0.5,0.0,0.0
89,2023,2023-07-02,18:00,Sun,Home,Bruno Arleu de Araujo,Sport Recife,Ceará,4-2-3-1,W,46.0,2.0,2.0,2.0,14.0,6.0,42.9,0.07,0.17,1.0,2.0
90,2023,2023-07-05,19:00,Wed,Away,Caio Max Augusto Vieira,Sport Recife,CRB,4-2-3-1,L,60.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.2390967741935484,0.0,0.0
91,2023,2023-07-09,18:00,Sun,Home,Felipe Fernandes de Lima,Sport Recife,Mirassol Futebol Clube,4-2-3-1,D,37.0,0.0,0.0,0.0,10.0,3.0,30.0,0.0,0.0,0.0,0.0
92,2023,2023-07-14,21:30,Fri,Away,João Vitor Gobi,Sport Recife,Atl Goianiense,4-2-3-1,L,54.0,1.0,1.0,1.0,16.0,5.0,31.3,0.06,0.2,0.0,0.0
93,2023,2023-07-19,21:30,Wed,Home,Diego Pombo Lopez,Sport Recife,Vitória,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,25.0,223.0,69.0,30.9,0.11,0.35,1.0,2.0
94,2023,2023-07-21,nan,Fri,Away,Diego Pombo Lopez,Sport Recife,Sampaio Corrêa,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
95,2023,2023-07-25,nan,Tue,Home,Diego Pombo Lopez,Sport Recife,CRB,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
96,2023,2023-08-01,nan,Tue,Away,Diego Pombo Lopez,Sport Recife,Vila Nova,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
97,2023,2023-08-04,nan,Fri,Home,Diego Pombo Lopez,Sport Recife,Grêmio Novorizontino,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
98,2023,2023-08-08,nan,Tue,Away,Diego Pombo Lopez,Sport Recife,Tombense Futebol Clube,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
99,2023,2023-08-15,nan,Tue,Away,Diego Pombo Lopez,Sport Recife,Guarani,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
100,2023,2023-08-22,nan,Tue,Home,Diego Pombo Lopez,Sport Recife,Ituano,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
101,2023,2023-08-25,nan,Fri,Away,Diego Pombo Lopez,Sport Recife,Botafogo (SP),4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
102,2023,2023-08-29,nan,Tue,Home,Diego Pombo Lopez,Sport Recife,Criciúma,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
103,2023,2023-09-19,nan,Tue,Away,Diego Pombo Lopez,Sport Recife,ABC,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
104,2023,2023-09-29,nan,Fri,Home,Diego Pombo Lopez,Sport Recife,Londrina,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
105,2023,2023-10-03,nan,Tue,Away,Diego Pombo Lopez,Sport Recife,Avaí,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
106,2023,2023-10-06,nan,Fri,Home,Diego Pombo Lopez,Sport Recife,Ponte Preta,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
107,2023,2023-10-17,nan,Tue,Away,Diego Pombo Lopez,Sport Recife,Juventude,4-2-3-1,W,50.04252873563218,1.0607798165137614,1.0607798165137614,2.05526706231454,25.924703264094955,7.919510385756676,31.216951672862457,0.07749814126394051,0.2390967741935484,0.20252225519287834,0.2629821958456973
