,year,date,time,day,venue,referee,team,opponent,formation,result,poss,gf,ga,gls,sh,sot,sot%,g/sh,g/sot,pk,pkatt,g-xg,xg,xga,np:g-xg,npxg,npxg/sh
259,2023,2023-03-06,17:00,Mon,Home,Leandro Rey Hilfer,Godoy Cruz,Racing Club,4-2-3-1,W,42.0,2.0,2.0,2.0,13.0,7.0,53.8,0.15,0.29,0.0,0.0,,,,,,
260,2023,2023-03-12,19:15,Sun,Away,Silvio Trucco,Godoy Cruz,River Plate,4-2-3-1,L,33.0,0.0,0.0,0.0,6.0,3.0,50.0,0.0,0.0,0.0,0.0,,,,,,
261,2023,2023-03-18,21:30,Sat,Home,Nazareno Arasa,Godoy Cruz,Club Atlético Belgrano,4-2-3-1,W,44.0,3.0,3.0,3.0,10.0,6.0,60.0,0.3,0.5,0.0,0.0,,,,,,
262,2023,2023-03-30,21:30,Thu,Away,Sebastían Zunino,Godoy Cruz,Argentinos Jun,4-2-3-1,L,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.25326165522226235,0.0,0.0,,,,,,
263,2023,2023-04-09,14:00,Sun,Home,Luis Lobo Medina,Godoy Cruz,Tigre,4-2-3-1,D,32.0,1.0,1.0,1.0,7.0,4.0,57.1,0.14,0.25,0.0,0.0,,,,,,
264,2023,2023-04-13,14:00,Thu,Away,Rodrigo Rivero,Godoy Cruz,Arsenal,4-4-2,W,45.0,3.0,3.0,2.0,15.0,7.0,46.7,0.07,0.14,1.0,1.0,,,,,,
265,2023,2023-04-17,21:30,Mon,Home,Jorge Baliño,Godoy Cruz,Lanús,4-2-3-1,D,52.0,4.0,4.0,4.0,14.0,6.0,42.9,0.21,0.5,1.0,1.0,,,,,,
266,2023,2023-04-22,20:30,Sat,Away,Pablo Echavarría,Godoy Cruz,CC Córdoba,4-2-3-1,W,44.0,2.0,2.0,2.0,14.0,6.0,42.9,0.14,0.33,0.0,0.0,,,,,,
267,2023,2023-04-27,20:00,Thu,Away,Silvio Trucco,Godoy Cruz,Sarmiento,4-2-3-1,D,50.12571756601607,1.0,1.0,1.0,0.0,0.0,33.00197496032446,0.08688767413154648,0.25326165522226235,0.0,0.0,,,,,,
268,2023,2023-05-05,15:30,Fri,Home,Nazareno Arasa,Godoy Cruz,CA Unión,4-2-3-1,D,56.0,0.0,0.0,0.0,20.0,4.0,20.0,0.0,0.0,0.0,0.0,,,,,,
