,year,date,time,day,venue,referee,team,opponent,formation,result,poss,gf,ga,gls,sh,sot,sot%,g/sh,g/sot,pk,pkatt,g-xg,xg,xga,np:g-xg,npxg,npxg/sh
0,2023,2023-08-12,15:30,Sat,Away,Tom Bauer,Bayer Leverkusen,FC Teutonia Ottensen,4-2-3-1,W,66.0,8.0,8.0,8.0,22.0,11.0,50.0,0.32,0.64,1.0,1.0,,,,,,
1,2023,2023-08-19,15:30,Sat,Home,Felix Brych,Bayer Leverkusen,RB Leipzig,3-4-3,W,44.0,3.0,3.0,3.0,11.0,7.0,63.6,0.27,0.43,0.0,0.0,1.6,1.4,1.6,1.6,1.4,0.13
2,2023,2023-08-26,18:30,Sat,Away,Christian Dingert,Bayer Leverkusen,M'Gladbach,3-4-3,W,60.0,3.0,3.0,3.0,24.0,11.0,45.8,0.13,0.27,0.0,0.0,0.3,2.7,0.9,0.3,2.7,0.11
3,2023,2023-09-02,15:30,Sat,Home,Sven Jablonski,Bayer Leverkusen,Darmstadt 98,3-4-3,W,72.0,5.0,5.0,5.0,25.0,13.0,52.0,0.2,0.38,0.0,0.0,2.2,2.8,0.4,2.2,2.8,0.11
4,2023,2023-09-15,20:30,Fri,Away,Felix Brych,Bayer Leverkusen,Bayern Munich,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,19.0,82.0,42.0,51.2,0.22,0.43,1.0,1.0,12.0,,,11.0,7.0,0.12
5,2023,2023-09-21,18:45,Thu,Home,Felix Brych,Bayer Leverkusen,se Häcken,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
6,2023,2023-09-24,15:30,Sun,Home,Felix Brych,Bayer Leverkusen,Heidenheim,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
7,2023,2023-09-30,15:30,Sat,Away,Felix Brych,Bayer Leverkusen,Mainz 05,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
8,2023,2023-10-05,21:00,Thu,Away,Felix Brych,Bayer Leverkusen,no Molde,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
9,2023,2023-10-08,15:30,Sun,Home,Felix Brych,Bayer Leverkusen,Köln,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
10,2023,2023-10-21,15:30,Sat,Away,Felix Brych,Bayer Leverkusen,Wolfsburg,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
11,2023,2023-10-26,21:00,Thu,Home,Felix Brych,Bayer Leverkusen,az Qarabağ Ağdam,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
12,2023,2023-10-28,nan,Sat,Home,Felix Brych,Bayer Leverkusen,Freiburg,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
13,2023,2023-11-04,nan,Sat,Away,Felix Brych,Bayer Leverkusen,Hoffenheim,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
14,2023,2023-11-09,21:45,Thu,Away,Felix Brych,Bayer Leverkusen,az Qarabağ Ağdam,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
15,2023,2023-11-11,nan,Sat,Home,Felix Brych,Bayer Leverkusen,Union Berlin,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
16,2023,2023-11-25,nan,Sat,Away,Felix Brych,Bayer Leverkusen,Werder Bremen,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
17,2023,2023-11-30,21:00,Thu,Away,Felix Brych,Bayer Leverkusen,se Häcken,4-2-3-1,W,50.89446313857449,1.5786069077047475,1.5786069077047475,2.996309137680349,25.66906906906907,9.114714714714715,35.52427884615385,0.11057391826923077,0.3016319926028664,0.23017559557096523,0.3013418903150525,,,,,,
