game_id,game,date,time,round,phase,season_code,score_a,score_b,team_a,team_b,team_id_a,team_id_b,coach_a,coach_b,game_time,remaining_partial_time,referee_1,referee_2,referee_3,stadium,capacity,w_id,fouls_a,fouls_b,timeouts_a,timeouts_b,score_quarter_1_a,score_quarter_2_a,score_quarter_3_a,score_quarter_4_a,score_quarter_1_b,score_quarter_2_b,score_quarter_3_b,score_quarter_4_b,score_extra_time_1_a,score_extra_time_2_a,score_extra_time_3_a,score_extra_time_4_a,score_extra_time_1_b,score_extra_time_2_b,score_extra_time_3_b,score_extra_time_4_b
U2007_001,SIA-TTK,2007-11-06,17:40:00,1,REGULAR SEASON,U2007,90,97,SIAULIAI,TURK TELEKOM,SIA,TTK,,,40:00,00:00,"MOUZAKIS, COSTAS","OZOLS, ARNIS","WILLIAMS, KEITH",SIAULIAI ARENA,4200,80,21,17,0,0,24,49,65,90,22,47,75,97,,,,,,,,
U2007_002,BOS-GUI,2007-11-06,20:15:00,1,REGULAR SEASON,U2007,84,68,KK BOSNA,GUILDFORD HEAT,BOS,GUI,,,40:00,00:00,"RADOVIC, SRETEN","RUTESIC, ZDRAVKO","ESTERON, OMER",OLYMPIC HALL ZETRA,6500,80,24,20,2,4,29,47,64,84,11,37,52,68,,,,,,,,
U2007_003,JOV-BER,2007-11-06,20:45:00,1,REGULAR SEASON,U2007,79,67,CLUB JOVENTUT BADALONA,ALBA BERLIN,JOV,BER,,,40:00,00:00,"ZACHARA, IVAN","CHRISTODOULOU, CHRISTOS","ZAMOJSKI, JAKUB",PABELLON MUNICIPAL DE DEPORTES DE BADALONA,0,80,21,22,2,4,24,39,58,79,12,36,55,67,,,,,,,,
U2007_004,VEN-BES,2007-11-06,18:40:00,1,REGULAR SEASON,U2007,79,87,BK VENTSPILS,BESIKTAS COLA TURKA,VEN,BES,,,40:00,00:00,N/D,N/D,N/D,VENTSPILS NAFTA HALL,0,80,22,18,3,0,20,36,54,79,19,44,68,87,,,,,,,,
U2007_005,COL-CHL,2007-11-06,19:30:00,1,REGULAR SEASON,U2007,94,84,KÖLN 99ERS,ELAN CHALON,COL,CHL,,,45:00,00:00,"BULTO, VICENTE","SHEMMESH, SEFFI","NURAN, RUSTU",PHILLIPSHAVE,0,90,26,19,2,5,28,50,66,94,20,46,71,84,94,,,,84,,,
U2007_006,ZEL-OVA,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,89,79,BC FMP,OVARENSE,ZEL,OVA,,,40:00,00:00,"MITJANA, JUAN CARLOS","ZIEMBLICKI, GRZEGORZ","TAURINO, PAOLO",KOSARKASKA DVORANA FMP - ZELEZNIK,1000,80,29,22,3,2,20,46,73,89,23,45,65,79,,,,,,,,
U2007_007,VRS-CHA,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,73,71,HEMOFARM,SPIROU BASKET,VRS,CHA,,,40:00,00:00,"CICORIA, GIANPAOLO","MATTIOLI, GIANLUCA","CIULIN, MARIUS",CENTAR MILLENIUM,2500,80,21,30,4,4,17,27,51,73,23,40,52,71,,,,,,,,
U2007_008,PLO-GRO,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,80,73,PLOIESTI,MPC CAPITALS,PLO,GRO,,,40:00,00:00,"ZURAPOVIC, ADEMIR","CUKALOVIC, CASLAV","HERLT, OLIVER",OLIVIA SPORT HALL,3000,80,16,27,4,4,13,33,48,80,21,34,56,73,,,,,,,,
U2007_009,GAL-GIR,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,71,69,GALATASARAY,CLUB BASQUET GIRONA,GAL,GIR,,,40:00,00:00,"MUHVIC, DUBRAVKO","JERSAN, ANDREJ","KOLAR, ROMAN",AYHAN SAHENK SPORTS HALL,500,80,22,14,0,4,22,39,61,71,22,37,52,69,,,,,,,,
U2007_010,PAM-FRA,2007-11-07,20:30:00,1,REGULAR SEASON,U2007,85,63,VALENCIA BASKET CLUB,SKYLINERS,PAM,FRA,,,40:00,00:00,"CASTANO, ANIBAL","PILOIDIS, ANASTASIOS","SABETTA, ENRICO",PABELLON FUENTE DE SAN LUIS,5500,80,17,22,3,5,17,39,63,85,20,34,48,63,,,,,,,,
U2007_011,WLO-AZO,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,66,70,ANWIL WLOCLAWEK,AZOVMASH MARIUPOL,WLO,AZO,,,40:00,00:00,"ROTH, ANDREAS","BARDERA, REGIS","SINTERNIKLASS, ANTHONIE",HALA MISTRZOW,2000,80,26,17,5,3,22,36,52,66,16,37,54,70,,,,,,,,
U2007_012,KHI-NAN,2007-11-06,19:00:00,1,REGULAR SEASON,U2007,90,81,KHIMKI,SLUC NANCY,KHI,NAN,,,40:00,00:00,"BITTON, MOSHE","VOJINOVIC, MILIJA","ZASHCHUCK, SERGIY",BASKETBALL CENTER OF MOSCOW REGGION,3000,80,23,19,4,4,23,41,68,90,25,43,58,81,,,,,,,,
U2007_013,FRI-ANT,2007-11-06,19:30:00,1,REGULAR SEASON,U2007,106,102,FRIBOURG OLYMPIC,ANTWERP,FRI,ANT,,,50:00,00:00,"CHIARI, ROBERTO","CARDUS, ANNA","CONDERANNE, FABIEN",SALLE SAINTE-CROIX,800,80,24,34,4,6,21,45,67,81,26,41,59,81,90,106,,,90,102,,
U2007_014,BUD-DYR,2007-11-06,19:00:00,1,REGULAR SEASON,U2007,66,75,KK BUDUCNOST,DYNAMO MOSCOW REGION,BUD,DYR,,,40:00,00:00,"REMS, IZTOK","BACHANSKI, GRZEGORZ","KOWALSKI, MARCIN",SC MORACIA,2000,80,19,15,3,2,21,35,51,66,19,41,63,75,,,,,,,,
U2007_015,ELY-GMU,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,74,79,HAPOEL GALIL ELYON,SWANS GMUNDEN,ELY,GMU,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","BELOSEVIC, ILIJA","DOZAI, SRADAN",KFAR BLUM,600,80,17,22,3,4,23,41,61,74,27,46,62,79,,,,,,,,
U2007_016,NYM-RED,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,87,94,CEZ NYMBURK,CRVENA ZVEZDA,NYM,RED,,,45:00,00:00,"GARCIA GONZALEZ, JUAN CARLOS","PEREZ NIZ, MIGUEL ANGEL","BOLTAUZER, MATEJ",CEZ ARENA,4560,90,28,28,6,6,23,41,57,79,15,41,63,79,87,,,,94,,,
U2007_017,PLL-OOS,2007-11-06,17:30:00,1,REGULAR SEASON,U2007,84,77,PANELLINIOS,OOSTENDE,PLL,OOS,,,40:00,00:00,"ARTEAGA, JUAN CARLOS","JOVCIC, MILIJOVE","VIATOR, EDDIE",PANELLINIOS G.S.,0,80,22,25,0,5,19,39,61,84,18,43,63,77,,,,,,,,
U2007_018,DYN-FOR,2007-11-06,18:15:00,1,REGULAR SEASON,U2007,91,66,MBC DYNAMO MOSCOW,FORTITUDO BOLOGNA,DYN,FOR,,,39:00,00:00,"VOREADIS, LAZAROS","HERCEG, SINISA","TOMOV, MIROSLAV",SPORTS COMPLEX KRYLATSKOE,2000,78,22,25,3,4,22,49,66,91,15,39,51,66,,,,,,,,
U2007_019,WRO-CAN,2007-11-06,19:30:00,1,REGULAR SEASON,U2007,71,63,ASCO SLASK WROCLAW,GRAN CANARIA,WRO,CAN,,,40:00,00:00,"DRABIKOVSKY, VOLODYMR","LEPETIC, NIKOLA","LATISEVS, OLEGS",HALA ORBITA,0,80,23,18,0,0,25,40,53,71,14,31,47,63,,,,,,,,
U2007_020,LUD-ASV,2007-11-06,20:00:00,1,REGULAR SEASON,U2007,72,90,ENBW LUDWIGSBURG,ASVEL LYON,LUD,ASV,,,40:00,00:00,"SUDEK, PETR","SAHIN, TOLGA","LEFWERTH, OSCAR",PORSCHE ARENA,2000,80,23,24,5,3,25,46,62,72,28,43,68,90,,,,,,,,
U2007_021,KAL-NIO,2007-11-06,18:00:00,1,REGULAR SEASON,U2007,81,68,BC KALEV,PANIONIOS IDROGIOS,KAL,NIO,,,40:00,00:00,"CMIKIEWICZ, MAREK","MANTYLA, PETRI NICOLAI","CHEBYSHEV, SERGIY",SAKU ARENA,2500,80,19,29,2,1,30,43,66,81,12,32,53,68,,,,,,,,
U2007_022,ASK-SOF,2007-11-05,19:00:00,1,REGULAR SEASON,U2007,77,58,ASK RIGA,PBC LUKOIL ACADEMIC,ASK,SOF,,,40:00,00:00,"LAMONICA, LUIGI","KLAAR, LARS","JASEVICIUS, TOMAS",ARENA RIGA,6500,80,17,20,3,5,12,30,61,77,14,28,44,58,,,,,,,,
U2007_023,ART-PAU,2007-11-06,19:30:00,1,REGULAR SEASON,U2007,85,74,ARTLAND DRAGONS,ELAN BEARNAIS PAU-ORTHEZ,ART,PAU,,,40:00,00:00,"SPIRIDONOS, LEONIDAS","UDRICA, MARIUS","MARICIC,SASA",ARTLAND ARENA,2580,80,24,20,3,3,17,38,56,85,20,35,51,74,,,,,,,,
U2007_024,TRE-KYI,2007-11-06,20:30:00,1,REGULAR SEASON,U2007,73,77,BENETTON BASKET TREVISO,BC KYIV,TRE,KYI,,,40:00,00:00,"AMOROS, XAVIER","LOVSYN, ANDREJ","MAESTRE, NICOLAS",PALAVERDE,0,80,30,22,2,2,11,32,54,73,16,37,51,77,,,,,,,,
U2007_025,JER-STR,2007-11-06,19:00:00,1,REGULAR SEASON,U2007,74,73,HAPOEL S.C. JERUSALEM,STRASBOURG,JER,STR,,,40:00,00:00,"MASTRAFTSIS, CHRISTOS","MOGULKOC, EMIN","ANASTOPOULOS, PANAGIOTIS",GOLDBERG ARENA,2500,80,18,20,3,4,17,36,53,74,24,33,55,73,,,,,,,,
U2007_026,UNK-ZAD,2007-11-06,19:00:00,1,REGULAR SEASON,U2007,90,87,UNICS,KK ZADAR,UNK,ZAD,,,45:00,00:00,"RYZHYK, BORYS","SHULGA, BORIS","LOTTERMOSER, ROBERT",BASKET-HALL,2500,90,20,22,6,2,22,44,63,78,18,35,54,78,90,,,,87,,,
U2007_027,ZGO-DEN,2007-11-06,18:30:00,1,REGULAR SEASON,U2007,80,65,TUROW ZGORZELEC,EIFFELTOWERS DEN BOSCH,ZGO,DEN,,,40:00,00:00,"POZZANA, MAURO","BRZIAK, MILAN","JURAS, MARKO",TIPSPORT ARENA,0,80,22,19,3,4,22,45,63,80,12,32,42,65,,,,,,,,
U2007_028,BER-SIA,2007-11-13,19:30:00,2,REGULAR SEASON,U2007,85,70,ALBA BERLIN,SIAULIAI,BER,SIA,,,40:00,00:00,"POZZANA, MAURO","PILOIDIS, ANASTASIOS","ZURAPOVIC, ADEMIR",MAX SCHMELING HALLE,5428,80,19,20,2,2,20,47,70,85,18,40,52,70,,,,,,,,
U2007_029,GUI-JOV,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,61,95,GUILDFORD HEAT,CLUB JOVENTUT BADALONA,GUI,JOV,,,40:00,00:00,"VIATOR, EDDIE","UDRICA, MARIUS","LUCIS, OSKARS",GUILFORD SPECTRUM,2000,80,23,16,4,0,13,32,48,61,27,48,78,95,,,,,,,,
U2007_030,TTK-BOS,2007-11-13,18:45:00,2,REGULAR SEASON,U2007,95,82,TURK TELEKOM,KK BOSNA,TTK,BOS,,,40:00,00:00,"BITTON, MOSHE","MARICIC,SASA","VOJINOVIC, RADOMIR",ATATURK SPO SALONU,0,80,22,19,2,2,17,47,76,95,13,30,57,82,,,,,,,,
U2007_031,OVA-VEN,2007-11-13,21:00:00,2,REGULAR SEASON,U2007,68,92,OVARENSE,BK VENTSPILS,OVA,VEN,,,40:00,00:00,"BULTO, VICENTE","HERLT, OLIVER","CARDUS, ANNA",PAVILHAO DA OVARENSE,1150,80,23,27,2,2,11,24,39,68,20,44,61,92,,,,,,,,
U2007_032,CHL-ZEL,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,96,79,ELAN CHALON,BC FMP,CHL,ZEL,,,40:00,00:00,"PEREZ PEREZ, MIGUEL","TOMOV, MIROSLAV","SINTERNIKLASS, ANTHONIE",LE COLISEE,0,80,23,29,2,5,18,45,77,96,15,34,57,79,,,,,,,,
U2007_033,BES-COL,2007-11-13,19:00:00,2,REGULAR SEASON,U2007,79,60,BESIKTAS COLA TURKA,KÖLN 99ERS,BES,COL,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","JERSAN, ANDREJ","PUKL,SASA",BJK COLATURKA ARENA,1500,80,14,21,2,3,23,44,60,79,18,31,44,60,,,,,,,,
U2007_034,GIR-VRS,2007-11-13,20:45:00,2,REGULAR SEASON,U2007,87,61,CLUB BASQUET GIRONA,HEMOFARM,GIR,VRS,,,40:00,00:00,"CHRISTODOULOU, CHRISTOS","CHAMBON, DAVID","SHARRO, LAHDO",PAVELLÓ GIRONA-FONTAJAU,2178,80,21,19,2,3,27,51,68,87,14,34,46,61,,,,,,,,
U2007_035,GRO-GAL,2007-11-13,19:30:00,2,REGULAR SEASON,U2007,60,93,MPC CAPITALS,GALATASARAY,GRO,GAL,,,40:00,00:00,"HERCEG, SINISA","MIKHAYLOV, SERGEY","BARDERA, REGIS",MARTINI PLAZA,2340,80,21,18,5,2,18,33,41,60,27,45,66,93,,,,,,,,
U2007_036,CHA-PLO,2007-11-13,20:05:00,2,REGULAR SEASON,U2007,64,58,SPIROU BASKET,PLOIESTI,CHA,PLO,,,40:00,00:00,"ROTH, ANDREAS","CONDERANNE, FABIEN","OZOLS, ARNIS",SPIROU DOME,0,80,19,21,4,5,18,31,48,64,16,28,44,58,,,,,,,,
U2007_037,NAN-PAM,2007-11-13,20:00:00,2,REGULAR SEASON,U2007,81,86,SLUC NANCY,VALENCIA BASKET CLUB,NAN,PAM,,,40:00,00:00,"SPIRIDONOS, LEONIDAS","SAHIN, TOLGA","MATTIOLI, GIANLUCA",PALAIS DES SPORTS JEAN WEILLE,4700,80,21,19,5,3,26,39,61,81,25,39,61,86,,,,,,,,
U2007_038,AZO-KHI,2007-11-13,18:00:00,2,REGULAR SEASON,U2007,91,93,AZOVMASH MARIUPOL,KHIMKI,AZO,KHI,,,40:00,00:00,"PILIPAUSKAS, KESTUTIS","JASEVICIUS, TOMAS","KOWALSKI, MARCIN",Azovmash Arena,2500,80,24,31,5,5,23,54,68,91,26,48,70,93,,,,,,,,
U2007_039,FRA-WLO,2007-11-13,19:15:00,2,REGULAR SEASON,U2007,65,67,DEUTSCHE BANK SKYLINERS,ANWIL WLOCLAWEK,FRA,WLO,,,40:00,00:00,"MOUZAKIS, COSTAS","RUTESIC, ZDRAVKO","CIULIN, MARIUS",BALLSPORTHALLE,2160,80,23,21,5,4,17,32,46,65,15,32,49,67,,,,,,,,
U2007_040,GMU-FRI,2007-11-13,19:30:00,2,REGULAR SEASON,U2007,85,71,SWANS GMUNDEN,FRIBOURG OLYMPIC,GMU,FRI,,,40:00,00:00,"VYKLICKY, ROBERT","OBRADOVIC, PETAR","BRZIAK, MILAN",VOLKSBANK-ARENA GMUNDEN,1000,80,20,18,4,5,24,40,67,85,20,37,54,71,,,,,,,,
U2007_041,DYR-ELY,2007-11-13,17:00:00,2,REGULAR SEASON,U2007,84,68,TRIUMPH LYUBERTSY MR,HAPOEL GALIL ELYON,DYR,ELY,,,40:00,00:00,"FACCHINI, FABIO","BELOSEVIC, ILIJA","PEREZ PIZARRO, EMILIO","""TRIUMPH"" SPORTS PALACE",2000,80,15,19,2,3,16,41,60,84,18,30,53,68,,,,,,,,
U2007_042,ANT-BUD,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,76,79,ANTWERP GIANTS,KK BUDUCNOST,ANT,BUD,,,40:00,00:00,"ROCHA, FERNANDO","NURAN, RUSTU","WILKINSON, NEIL",LOTTO ARENA,1223,80,21,29,5,2,14,33,46,76,22,36,58,79,,,,,,,,
U2007_043,FOR-NYM,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,82,71,FORTITUDO BOLOGNA,CEZ NYMBURK,FOR,NYM,,,40:00,00:00,"DOZAI, SRADAN","LEPETIC, NIKOLA","NESKOVIC, DRAGAN",LAND ROVER ARENA,0,80,22,24,2,3,15,39,58,82,17,32,51,71,,,,,,,,
U2007_044,OOS-DYN,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,89,83,OOSTENDE,MBC DYNAMO MOSCOW,OOS,DYN,,,40:00,00:00,"KLAAR, LARS","BIRICIK, MURAT","SHULGA, BORIS",SLEUYTER ARENA,2655,80,27,23,4,5,21,43,70,89,21,39,53,83,,,,,,,,
U2007_045,RED-PLL,2007-11-13,18:00:00,2,REGULAR SEASON,U2007,79,69,CRVENA ZVEZDA,PANELLINIOS,RED,PLL,,,40:00,00:00,"ZIEMBLICKI, GRZEGORZ","SHEMMESH, SEFFI","CHEBYSHEV, SERGIY",HALA PIONIR,3000,80,26,24,3,3,29,45,63,79,13,35,57,69,,,,,,,,
U2007_046,NIO-WRO,2007-11-13,18:10:00,2,REGULAR SEASON,U2007,72,61,PANIONIOS IDROGIOS,ASCO SLASK WROCLAW,NIO,WRO,,,40:00,00:00,"LAMONICA, LUIGI","SUTULOVIC, ZORAN","RYZHYK, BORYS","NATIONAL ATHLETIC CENTER ""MAKIS LIOUGAS""",0,80,19,16,3,6,18,36,53,72,11,27,46,61,,,,,,,,
U2007_047,ASV-KAL,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,91,95,ASVEL LYON,BC KALEV,ASV,KAL,,,45:00,00:00,"ZAVLANOS, NIKOLAOS","MUHVIC, DUBRAVKO","KRAUSE, OLIVER",ASTROBALLE,0,90,21,18,3,3,25,41,60,82,19,38,69,82,91,,,,95,,,
U2007_048,CAN-LUD,2007-11-13,21:00:00,2,REGULAR SEASON,U2007,89,73,GRAN CANARIA,ENBW LUDWIGSBURG,CAN,LUD,,,40:00,00:00,"PITSILKAS, NIKOLAOS","JOVCIC, MILIJOVE","PATERNICO, CARMELO",CENTRO INSULAR DE DEPORTES,0,80,16,16,3,5,16,45,64,89,15,35,58,73,,,,,,,,
U2007_049,KYI-ASK,2007-11-13,19:00:00,2,REGULAR SEASON,U2007,79,67,BC KYIV,ASK RIGA,KYI,ASK,,,40:00,00:00,"ANKARALI, RECEP","LEFWERTH, OSCAR","JURAS, MARKO",KYIV SPORTS PALLACE,2500,80,26,19,3,4,16,41,61,79,16,40,48,67,,,,,,,,
U2007_050,PAU-TRE,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,89,84,ELAN BEARNAIS PAU-ORTHEZ,BENETTON BASKET TREVISO,PAU,TRE,,,40:00,00:00,"ZACHARA, IVAN","ZAMOJSKI, JAKUB","ANASTOPOULOS, PANAGIOTIS",PALAIS DES SPORTS DE PAU,4600,80,22,20,2,5,22,40,70,89,19,39,58,84,,,,,,,,
U2007_051,SOF-ART,2007-11-13,18:00:00,2,REGULAR SEASON,U2007,109,65,PBC LUKOIL ACADEMIC,ARTLAND DRAGONS,SOF,ART,,,40:00,00:00,"MASTRAFTSIS, CHRISTOS","CUKALOVIC, CASLAV","ESTERON, OMER",UNIVERSIADA HALL,2000,80,13,17,1,3,32,62,84,109,24,41,48,65,,,,,,,,
U2007_052,DEN-JER,2007-11-13,20:00:00,2,REGULAR SEASON,U2007,101,94,EIFFELTOWERS DEN BOSCH,HAPOEL S.C. JERUSALEM,DEN,JER,,,40:00,00:00,"TAURINO, PAOLO","MANTYLA, PETRI NICOLAI","LATISEVS, OLEGS",DE MAASPOORT DEN BOSCH,2000,80,19,22,2,5,25,51,74,101,25,46,74,94,,,,,,,,
U2007_053,ZAD-ZGO,2007-11-13,21:00:00,2,REGULAR SEASON,U2007,85,74,KK ZADAR,TUROW ZGORZELEC,ZAD,ZGO,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","HIERREZUELO, DANI","LOPES, LUIS",BASKETBALL HALL JAZINE,2500,80,20,26,3,4,21,42,59,85,25,42,56,74,,,,,,,,
U2007_054,STR-UNK,2007-11-13,20:30:00,2,REGULAR SEASON,U2007,78,66,STRASBOURG,UNICS,STR,UNK,,,40:00,00:00,"GARCIA ORTIZ, JOSE RAMON","RADOVIC, SRETEN","PEREZ NIZ, MIGUEL ANGEL",RHENUS SPORT,0,80,20,23,2,2,24,46,66,78,19,33,48,66,,,,,,,,
U2007_055,SIA-BOS,2007-11-20,17:40:00,3,REGULAR SEASON,U2007,85,76,SIAULIAI,KK BOSNA,SIA,BOS,,,40:00,00:00,"LAMONICA, LUIGI","JOVCIC, MILIJOVE","HIERREZUELO, DANI",SIAULIAI ARENA,4200,80,23,25,0,0,22,43,60,85,22,46,63,76,,,,,,,,
U2007_056,JOV-TTK,2007-11-20,20:45:00,3,REGULAR SEASON,U2007,102,83,DKV JOVENTUT,TURK TELEKOM,JOV,TTK,,,40:00,00:00,"PITSILKAS, NIKOLAOS","BELOSEVIC, ILIJA","GONTAS, SPIROS",PABELLON MUNICIPAL DE DEPORTES DE BADALONA,3650,80,17,16,0,2,31,61,82,102,12,35,58,83,,,,,,,,
U2007_057,BER-GUI,2007-11-20,19:30:00,3,REGULAR SEASON,U2007,81,63,ALBA BERLIN,GUILDFORD HEAT,BER,GUI,,,40:00,00:00,"ZAMOJSKI, JAKUB","BACHANSKI, GRZEGORZ","CARDUS, ANNA",MAX SCHMELING HALLE,4432,80,16,12,3,3,23,44,63,81,12,27,41,63,,,,,,,,
U2007_058,VEN-COL,2007-11-20,18:40:00,3,REGULAR SEASON,U2007,88,73,BK VENTSPILS,KÖLN 99ERS,VEN,COL,,,40:00,00:00,"VYKLICKY, ROBERT","MANTYLA, PETRI NICOLAI","GANIYEV, RAFAEL",VENTSPILS NAFTA HALL,1500,80,22,19,2,4,25,46,66,88,17,39,55,73,,,,,,,,
U2007_059,ZEL-BES,2007-11-20,18:00:00,3,REGULAR SEASON,U2007,77,78,BC FMP,BESIKTAS COLA TURKA,ZEL,BES,,,40:00,00:00,"GARCIA ORTIZ, JOSE RAMON","CHRISTODOULOU, CHRISTOS","VIATOR, EDDIE",KOSARKASKA DVORANA FMP - ZELEZNIK,1500,80,27,23,4,1,22,43,63,77,24,44,65,78,,,,,,,,
U2007_060,OVA-CHL,2007-11-20,22:00:00,3,REGULAR SEASON,U2007,86,99,OVARENSE,ELAN CHALON,OVA,CHL,,,40:00,00:00,"ROTH, ANDREAS","JASEVICIUS, TOMAS","SINTERNIKLASS, ANTHONIE",ARENA DOLCE VITA,900,80,17,15,3,2,25,41,65,86,21,52,82,99,,,,,,,,
U2007_061,VRS-PLO,2007-11-20,18:00:00,3,REGULAR SEASON,U2007,95,85,HEMOFARM,PLOIESTI,VRS,PLO,,,40:00,00:00,"MOUZAKIS, COSTAS","HERCEG, SINISA","TOMOV, MIROSLAV",CENTAR MILLENIUM,0,80,21,23,3,1,28,52,78,95,22,47,61,85,,,,,,,,
U2007_062,GAL-CHA,2007-11-20,19:00:00,3,REGULAR SEASON,U2007,75,83,GALATASARAY,SPIROU BASKET,GAL,CHA,,,40:00,00:00,"MITJANA, JUAN CARLOS","PUKL,SASA","ANASTOPOULOS, PANAGIOTIS",DARUSSAFAKA AYHAN SAHENK,500,80,19,20,4,4,16,36,57,75,24,42,62,83,,,,,,,,
U2007_063,GIR-GRO,2007-11-20,20:45:00,3,REGULAR SEASON,U2007,96,63,CLUB BASQUET GIRONA,HANZEVAST CAPITALS,GIR,GRO,,,40:00,00:00,"CASTANO, ANIBAL","BIRICIK, MURAT","LEFWERTH, OSCAR",PAVELLÓ GIRONA-FONTAJAU,2005,80,13,27,0,4,32,50,74,96,13,24,42,63,,,,,,,,
U2007_064,PAM-WLO,2007-11-20,20:30:00,3,REGULAR SEASON,U2007,78,58,PAMESA VALENCIA,ANWIL WLOCLAWEK,PAM,WLO,,,40:00,00:00,"MASTRAFTSIS, CHRISTOS","CONDERANNE, FABIEN","MARICIC,SASA",PABELLON FUENTE DE SAN LUIS,5000,80,19,25,3,1,19,41,58,78,14,31,35,58,,,,,,,,
U2007_065,KHI-FRA,2007-11-20,19:00:00,3,REGULAR SEASON,U2007,81,69,KHIMKI,DEUTSCHE BANK SKYLINERS,KHI,FRA,,,40:00,00:00,"DRABIKOVSKY, VOLODYMR","NESKOVIC, DRAGAN","JURAS, MARKO",BASKETBALL CENTER OF MOSCOW REGGION,3500,80,13,19,3,5,25,42,57,81,20,35,52,69,,,,,,,,
U2007_066,NAN-AZO,2007-11-20,20:00:00,3,REGULAR SEASON,U2007,80,57,SLUC NANCY,AZOVMASH MARIUPOL,NAN,AZO,,,40:00,00:00,"AMOROS, XAVIER","OZOLS, ARNIS","PEREZ NIZ, MIGUEL ANGEL",PALAIS DES SPORTS JEAN WEILLE,3200,80,17,14,2,4,16,41,63,80,18,25,43,57,,,,,,,,
U2007_067,FRI-BUD,2007-11-20,19:30:00,3,REGULAR SEASON,U2007,73,82,FRIBOURG OLYMPIC,KK BUDUCNOST,FRI,BUD,,,40:00,00:00,"CICORIA, GIANPAOLO","HERLT, OLIVER","ZASHCHUCK, SERGIY",SALLE SAINTE-CROIX,1200,80,18,30,1,3,22,38,58,73,21,54,69,82,,,,,,,,
U2007_068,ELY-ANT,2007-11-20,18:40:00,3,REGULAR SEASON,U2007,93,83,HAPOEL GALIL ELYON,ANTWERP GIANTS,ELY,ANT,,,40:00,00:00,"ZAVLANOS, NIKOLAOS","FACCHINI, FABIO","PEREZ PIZARRO, EMILIO",KFAR BLUM,400,80,19,24,1,4,20,41,72,93,16,34,55,83,,,,,,,,
U2007_069,GMU-DYR,2007-11-20,19:30:00,3,REGULAR SEASON,U2007,53,83,SWANS GMUNDEN,TRIUMPH LYUBERTSY MR,GMU,DYR,,,40:00,00:00,"POZZANA, MAURO","MEDAN, DRAGAN","RUTESIC, ZDRAVKO",VOLKSBANK-ARENA GMUNDEN,1000,80,22,20,4,1,19,32,47,53,20,48,73,83,,,,,,,,
U2007_070,NYM-PLL,2007-11-20,18:00:00,3,REGULAR SEASON,U2007,75,65,CEZ NYMBURK,PANELLINIOS,NYM,PLL,,,40:00,00:00,"MUHVIC, DUBRAVKO","LOTTERMOSER, ROBERT","KOWALSKI, MARCIN",CEZ ARENA,5720,80,19,23,2,3,17,34,48,75,14,38,52,65,,,,,,,,
U2007_071,DYN-RED,2007-11-20,18:15:00,3,REGULAR SEASON,U2007,97,76,MBC DYNAMO MOSCOW,CRVENA ZVEZDA,DYN,RED,,,40:00,00:00,"VOREADIS, LAZAROS","ARTEAGA, JUAN CARLOS","CHIARI, ROBERTO",SPORTS COMPLEX KRYLATSKOE,0,80,20,24,2,3,27,44,76,97,23,38,52,76,,,,,,,,
U2007_072,FOR-OOS,2007-11-20,20:30:00,3,REGULAR SEASON,U2007,76,89,FORTITUDO BOLOGNA,OOSTENDE,FOR,OOS,,,40:00,00:00,"LOVSYN, ANDREJ","BOLTAUZER, MATEJ","PILOIDIS, ANASTASIOS",PALADOZZA,0,80,18,28,4,1,11,36,57,76,20,42,67,89,,,,,,,,
U2007_073,WRO-LUD,2007-11-20,19:30:00,3,REGULAR SEASON,U2007,107,93,ASCO SLASK WROCLAW,ENBW LUDWIGSBURG,WRO,LUD,,,40:00,00:00,"SHULGA, BORIS","RADOVIC, SRETEN","LUCIS, OSKARS",HALA ORBITA,0,80,19,19,0,0,22,54,72,107,20,41,69,93,,,,,,,,
U2007_074,KAL-CAN,2007-11-20,18:00:00,3,REGULAR SEASON,U2007,67,80,BC KALEV,GRAN CANARIA,KAL,CAN,,,40:00,00:00,"OBRADOVIC, PETAR","MIKHAYLOV, SERGEY","SHARRO, LAHDO",SAKU ARENA,5000,80,21,24,5,1,12,24,44,67,24,49,68,80,,,,,,,,
