,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team,xg,xga,fk,g-xg,np:g-xg,npxg,npxg/sh
25,2023-03-12,19:00,Super League,Regular season,Sun,Away,L,0.0,2.0,Levadiakos,,729.0,Jon Toral,5-3-2,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
26,2023-03-18,17:30,Super League,Relegation round,Sat,Home,D,1.0,1.0,Levadiakos,,3122.0,Praxitelis Vouros,3-4-1-2,Spiros Zabalas,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
27,2023-04-01,19:30,Super League,Relegation round,Sat,Away,W,1.0,0.0,PAS Giannina,,3047.0,Praxitelis Vouros,3-4-1-2,Alexandros Tsakalidis,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
28,2023-04-08,17:30,Super League,Relegation round,Sat,Home,W,4.0,1.0,PAS Lamia,,3224.0,Praxitelis Vouros,3-4-1-2,Angelos Evangelou,Match Report,,,,,4.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
29,2023-04-22,19:15,Super League,Relegation round,Sat,Home,D,1.0,1.0,Asteras Tripoli,,3890.0,Praxitelis Vouros,3-4-1-2,Fotis Polychronis,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
30,2023-04-29,19:15,Super League,Relegation round,Sat,Away,W,3.0,2.0,Atromitos,,1228.0,Praxitelis Vouros,3-4-1-2,Georgios Tzovaras,Match Report,,,,,3.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
31,2023-05-06,20:00,Super League,Relegation round,Sat,Home,D,2.0,2.0,Ionikos,,3798.0,Kostas Giannoulis,3-4-1-2,Efstathios Gortsilas,Match Report,,,,,2.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
32,2023-05-13,17:00,Super League,Relegation round,Sat,Away,W,2.0,0.0,Panetolikos,,1451.0,Kostas Giannoulis,3-4-1-2,Stavros Tsimenteridis,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,35.0,1.0,1.0,,,,2022,OFI Crete,,,,,,,
0,2022-08-19,21:30,Super League,Regular season,Fri,Away,D,3.0,3.0,Volos NFC,,745.0,Juan Manuel Munafo Horta,4-4-2,Konstantinos Perrakis,Match Report,,,,,3.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
1,2022-08-29,19:00,Super League,Regular season,Mon,Home,D,0.0,0.0,Olympiacos,,1229.0,Juan Manuel Munafo Horta,4-2-3-1,Dimitrios Karantonis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
2,2022-09-03,17:45,Super League,Regular season,Sat,Away,D,0.0,0.0,PAS Lamia,,1157.0,Juan Domínguez,4-2-3-1,Angelos Angelakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
3,2022-09-11,21:30,Super League,Regular season,Sun,Home,L,0.0,2.0,Aris,,827.0,Adrián Riera,4-2-3-1,Konstantinos Tsetsilas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
4,2022-09-18,18:00,Super League,Regular season,Sun,Away,D,1.0,1.0,Levadiakos,,335.0,Adrián Riera,4-2-2-2,Konstantinos Perrakis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
5,2022-10-02,15:00,Super League,Regular season,Sun,Home,W,2.0,0.0,OFI Crete,,1001.0,Walter Iglesias,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,2.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
6,2022-10-09,19:30,Super League,Regular season,Sun,Away,L,0.0,1.0,Panathinaikos,,13930.0,Walter Iglesias,4-2-3-1,Ioannis Papadopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
7,2022-10-16,20:30,Super League,Regular season,Sun,Home,D,0.0,0.0,Panetolikos,,975.0,Walter Iglesias,4-3-3,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
8,2022-10-23,19:30,Super League,Regular season,Sun,Away,D,2.0,2.0,PAOK,,12495.0,Juan Manuel Munafo Horta,4-4-2,Stefanos Koubarakis,Match Report,,,,,2.0,1.0,1.0,,,,2022,Asteras Tripoli,,,,,,,
9,2022-10-31,18:00,Super League,Regular season,Mon,Away,L,1.0,2.0,PAS Giannina,,1330.0,Juan Manuel Munafo Horta,4-4-2,Fotis Polychronis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
10,2022-11-06,20:30,Super League,Regular season,Sun,Home,D,1.0,1.0,AEK Athens,,1120.0,Juan Manuel Munafo Horta,4-4-2,Vassilis Fotias,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
11,2022-11-09,18:00,Super League,Regular season,Wed,Away,L,0.0,2.0,Atromitos,,1345.0,Walter Iglesias,4-2-3-1,Efstathios Gortsilas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
12,2022-11-14,18:00,Super League,Regular season,Mon,Home,W,1.0,0.0,Ionikos,,856.0,Walter Iglesias,4-4-2,Konstantinos Perrakis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
13,2022-12-21,17:00,Super League,Regular season,Wed,Home,D,0.0,0.0,Volos NFC,,533.0,Walter Iglesias,4-4-2,Georgios Tzovaras,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
14,2022-12-28,18:00,Super League,Regular season,Wed,Away,L,0.0,5.0,Olympiacos,,17500.0,Nikos Papadopoulos,4-4-2,Konstantinos Perrakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
15,2023-01-04,17:00,Super League,Regular season,Wed,Home,W,3.0,0.0,PAS Lamia,,851.0,Walter Iglesias,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
16,2023-01-08,19:00,Super League,Regular season,Sun,Away,L,0.0,3.0,Aris,,7010.0,Walter Iglesias,4-2-3-1,Athanasios Tzilos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
17,2023-01-15,17:00,Super League,Regular season,Sun,Home,D,0.0,0.0,Levadiakos,,734.0,Walter Iglesias,4-2-3-1,Ioannis Papadopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
18,2023-01-21,17:00,Super League,Regular season,Sat,Away,L,0.0,1.0,OFI Crete,,4238.0,Juan Manuel Munafo Horta,3-5-2,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
19,2023-01-30,21:00,Super League,Regular season,Mon,Home,W,1.0,0.0,Panathinaikos,,1244.0,Walter Iglesias,4-2-3-1,Athanasios Tzilos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
20,2023-02-05,20:00,Super League,Regular season,Sun,Away,D,0.0,0.0,Panetolikos,,1821.0,Nikos Papadopoulos,4-4-2,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
21,2023-02-13,18:00,Super League,Regular season,Mon,Home,D,2.0,2.0,PAOK,,939.0,Nikos Papadopoulos,4-2-3-1,Petros Tsagarakis,Match Report,,,,,2.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
22,2023-02-18,20:00,Super League,Regular season,Sat,Home,D,1.0,1.0,PAS Giannina,,854.0,Nikos Papadopoulos,4-2-3-1,Stavros Tsimenteridis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
23,2023-02-25,17:30,Super League,Regular season,Sat,Away,L,0.0,2.0,AEK Athens,,26200.0,Juan Manuel Munafo Horta,4-2-3-1,Georgios Tzovaras,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
24,2023-03-04,20:00,Super League,Regular season,Sat,Home,D,1.0,1.0,Atromitos,,882.0,Juan Manuel Munafo Horta,4-2-3-1,Konstantinos Tsetsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
25,2023-03-12,19:00,Super League,Regular season,Sun,Away,L,0.0,1.0,Ionikos,,730.0,Juan Manuel Munafo Horta,4-2-3-1,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
26,2023-03-18,17:00,Super League,Relegation round,Sat,Home,W,2.0,1.0,Panetolikos,,658.0,Juan Manuel Munafo Horta,4-4-2,Stavros Tsimenteridis,Match Report,,,,,2.0,1.0,1.0,,,,2022,Asteras Tripoli,,,,,,,
27,2023-04-01,21:00,Super League,Relegation round,Sat,Away,L,0.0,1.0,Ionikos,,1215.0,Jerónimo Barrales,4-2-3-1,Andreas Gamaris,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
28,2023-04-08,19:30,Super League,Relegation round,Sat,Home,L,0.0,1.0,Levadiakos,,781.0,Walter Iglesias,4-2-3-1,Petros Tsagarakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
29,2023-04-22,19:15,Super League,Relegation round,Sat,Away,D,1.0,1.0,OFI Crete,,3890.0,Walter Iglesias,4-2-3-1,Fotis Polychronis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
30,2023-04-29,19:15,Super League,Relegation round,Sat,Home,D,0.0,0.0,PAS Lamia,,885.0,Walter Iglesias,4-2-3-1,Athanasios Tzilos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
31,2023-05-06,20:00,Super League,Relegation round,Sat,Away,L,0.0,1.0,PAS Giannina,,3173.0,Walter Iglesias,4-2-3-1,Andreas Gamaris,Match Report,,,,,0.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
32,2023-05-13,20:00,Super League,Relegation round,Sat,Home,D,1.0,1.0,Atromitos,,1085.0,Christos Tasoulis,4-2-3-1,Spiros Zabalas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Asteras Tripoli,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,22.0,2.0,2.0,,,,2022,Asteras Tripoli,,,,,,,
0,2022-08-21,22:00,Super League,Regular season,Sun,Away,L,0.0,2.0,Olympiacos,,9523.0,Pedro Pérez Conde,4-1-4-1,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
1,2022-08-27,20:00,Super League,Regular season,Sat,Home,D,1.0,1.0,PAS Lamia,,1391.0,Pedro Pérez Conde,4-3-3,Alexandros Tsakalidis,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
2,2022-09-04,21:30,Super League,Regular season,Sun,Away,L,0.0,2.0,AEK Athens,,13072.0,Epaminondas Pantelakis,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
3,2022-09-10,19:15,Super League,Regular season,Sat,Home,W,2.0,1.0,Levadiakos,,1212.0,Rodrigo Erramuspe,4-2-3-1,Andreas Gamaris,Match Report,,,,,2.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
4,2022-09-17,21:30,Super League,Regular season,Sat,Away,L,0.0,3.0,Panathinaikos,,11040.0,Epaminondas Pantelakis,3-4-3,Aristomenis Koutsiaftis,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
5,2022-10-03,18:00,Super League,Regular season,Mon,Home,L,1.0,4.0,Panetolikos,,1177.0,Rodrigo Erramuspe,4-3-3,Dimitris Maloutas,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
6,2022-10-10,18:00,Super League,Regular season,Mon,Away,L,1.0,2.0,Atromitos,,804.0,Epaminondas Pantelakis,4-5-1,Angelos Angelakis,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
7,2022-10-16,18:00,Super League,Regular season,Sun,Home,D,2.0,2.0,OFI Crete,,1808.0,Epaminondas Pantelakis,4-3-3,Angelos Evangelou,Match Report,,,,,2.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
8,2022-10-23,16:00,Super League,Regular season,Sun,Away,D,2.0,2.0,Ionikos,,1329.0,Epaminondas Pantelakis,3-4-3,Athanasios Tzilos,Match Report,,,,,2.0,2.0,2.0,,,,2022,PAS Giannina,,,,,,,
9,2022-10-31,18:00,Super League,Regular season,Mon,Home,W,2.0,1.0,Asteras Tripoli,,1330.0,Epaminondas Pantelakis,4-3-3,Fotis Polychronis,Match Report,,,,,2.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
10,2022-11-05,21:00,Super League,Regular season,Sat,Away,L,0.0,2.0,PAOK,,7800.0,Epaminondas Pantelakis,4-4-2,Konstantinos Perrakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
11,2022-11-10,19:00,Super League,Regular season,Thu,Away,L,1.0,2.0,Volos NFC,,2209.0,Epaminondas Pantelakis,4-3-3,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
12,2022-11-13,16:00,Super League,Regular season,Sun,Home,L,0.0,4.0,Aris,,1955.0,Vasilis Athanasiou,3-4-3,Dimitris Maloutas,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
13,2022-12-21,20:00,Super League,Regular season,Wed,Home,D,2.0,2.0,Olympiacos,,4108.0,Epaminondas Pantelakis,4-3-3,Stefanos Koubarakis,Match Report,,,,,2.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
14,2022-12-29,18:30,Super League,Regular season,Thu,Away,D,1.0,1.0,PAS Lamia,,1383.0,Epaminondas Pantelakis,4-3-3,Christos Vergetis,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
15,2023-01-03,20:00,Super League,Regular season,Tue,Home,W,2.0,1.0,AEK Athens,,,Epaminondas Pantelakis,4-3-3,Vassilis Fotias,Match Report,,,,,2.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
16,2023-01-07,17:30,Super League,Regular season,Sat,Away,W,3.0,1.0,Levadiakos,,837.0,Epaminondas Pantelakis,4-3-3,Evangelos Manouhos,Match Report,,,,,3.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
17,2023-01-15,20:30,Super League,Regular season,Sun,Home,L,0.0,1.0,Panathinaikos,,,Epaminondas Pantelakis,4-3-3,Petros Tsagarakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
18,2023-01-20,20:30,Super League,Regular season,Fri,Away,D,1.0,1.0,Panetolikos,,1992.0,Epaminondas Pantelakis,4-3-3,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
19,2023-01-28,20:00,Super League,Regular season,Sat,Home,D,1.0,1.0,Atromitos,,1678.0,Epaminondas Pantelakis,4-3-3,Anastasios Sidiropoulos,Match Report,,,,,1.0,0.0,1.0,,,,2022,PAS Giannina,,,,,,,
20,2023-02-04,17:00,Super League,Regular season,Sat,Away,D,0.0,0.0,OFI Crete,,4124.0,Epaminondas Pantelakis,4-3-3,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
21,2023-02-11,20:00,Super League,Regular season,Sat,Home,D,0.0,0.0,Ionikos,,1550.0,Rodrigo Erramuspe,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
22,2023-02-18,20:00,Super League,Regular season,Sat,Away,D,1.0,1.0,Asteras Tripoli,,854.0,Rodrigo Erramuspe,4-3-3,Stavros Tsimenteridis,Match Report,,,,,1.0,1.0,1.0,,,,2022,PAS Giannina,,,,,,,
23,2023-02-25,19:00,Super League,Regular season,Sat,Home,D,0.0,0.0,PAOK,,1555.0,Rodrigo Erramuspe,4-3-3,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
24,2023-03-05,17:00,Super League,Regular season,Sun,Home,L,0.0,1.0,Volos NFC,,1767.0,Rodrigo Erramuspe,4-3-3,Michael Matsoukas,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
25,2023-03-12,19:00,Super League,Regular season,Sun,Away,L,1.0,3.0,Aris,,5769.0,Rodrigo Erramuspe,4-4-2,Konstantinos Katoikos,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
26,2023-03-18,21:00,Super League,Relegation round,Sat,Away,L,0.0,2.0,PAS Lamia,,1087.0,Rodrigo Erramuspe,4-3-3,Petros Tsagarakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
27,2023-04-01,19:30,Super League,Relegation round,Sat,Home,L,0.0,1.0,OFI Crete,,3047.0,Rodrigo Erramuspe,4-3-3,Alexandros Tsakalidis,Match Report,,,,,0.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
28,2023-04-08,17:00,Super League,Relegation round,Sat,Away,D,1.0,1.0,Atromitos,,1278.0,Rodrigo Erramuspe,4-4-2,Efstathios Gortsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
29,2023-04-22,19:15,Super League,Relegation round,Sat,Home,W,3.0,2.0,Panetolikos,,2794.0,Epaminondas Pantelakis,4-4-1-1,Konstantinos Katoikos,Match Report,,,,,3.0,1.0,2.0,,,,2022,PAS Giannina,,,,,,,
30,2023-04-29,19:15,Super League,Relegation round,Sat,Away,W,1.0,0.0,Ionikos,,2191.0,Epaminondas Pantelakis,4-5-1,Vassilis Fotias,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
31,2023-05-06,20:00,Super League,Relegation round,Sat,Home,W,1.0,0.0,Asteras Tripoli,,3173.0,Epaminondas Pantelakis,4-4-1-1,Andreas Gamaris,Match Report,,,,,1.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
32,2023-05-13,20:00,Super League,Relegation round,Sat,Away,D,3.0,3.0,Levadiakos,,928.0,Pedro Pérez Conde,4-4-1-1,Michael Matsoukas,Match Report,,,,,3.0,0.0,0.0,,,,2022,PAS Giannina,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,32.0,4.0,6.0,,,,2022,PAS Giannina,,,,,,,
0,2022-08-21,20:00,Super League,Regular season,Sun,Away,L,0.0,1.0,Panathinaikos,,8518.0,Giorgos Valerianos,3-5-2,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
1,2022-08-26,21:30,Super League,Regular season,Fri,Home,D,0.0,0.0,Levadiakos,,510.0,Alaixys Romao,3-5-2,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
2,2022-09-03,19:00,Super League,Regular season,Sat,Away,L,1.0,3.0,Olympiacos,,15065.0,Alaixys Romao,3-5-2,Aristotelis Diamantopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
3,2022-09-10,21:30,Super League,Regular season,Sat,Home,L,1.0,4.0,Atromitos,,1037.0,Giorgos Valerianos,3-4-3,Georgios Tzovaras,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
4,2022-09-18,21:00,Super League,Regular season,Sun,Away,L,0.0,2.0,Volos NFC,,2400.0,Alaixys Romao,3-5-2,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
5,2022-10-03,20:00,Super League,Regular season,Mon,Away,L,1.0,4.0,AEK Athens,,31100.0,José Cañas,3-5-2,Vassilis Fotias,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
6,2022-10-08,19:30,Super League,Regular season,Sat,Home,D,1.0,1.0,PAS Lamia,,1022.0,Lefteris Choutesiotis,3-5-2,Andreas Gamaris,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
7,2022-10-15,20:30,Super League,Regular season,Sat,Away,L,1.0,2.0,Aris,,6739.0,José Cañas,4-3-3,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
8,2022-10-23,16:00,Super League,Regular season,Sun,Home,D,2.0,2.0,PAS Giannina,,1329.0,José Cañas,4-3-3,Athanasios Tzilos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
9,2022-10-29,17:00,Super League,Regular season,Sat,Home,D,1.0,1.0,Panetolikos,,1133.0,Alaixys Romao,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
10,2022-11-05,18:30,Super League,Regular season,Sat,Away,W,2.0,0.0,OFI Crete,,3904.0,Alaixys Romao,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
11,2022-11-10,21:30,Super League,Regular season,Thu,Home,L,0.0,3.0,PAOK,,1111.0,Alaixys Romao,4-3-3,Petros Tsagarakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
12,2022-11-14,18:00,Super League,Regular season,Mon,Away,L,0.0,1.0,Asteras Tripoli,,856.0,Alaixys Romao,4-2-3-1,Konstantinos Perrakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
13,2022-12-21,21:30,Super League,Regular season,Wed,Home,D,1.0,1.0,Panathinaikos,,1094.0,Alaixys Romao,4-2-3-1,Ioannis Papadopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
14,2022-12-28,17:00,Super League,Regular season,Wed,Away,L,0.0,1.0,Levadiakos,,733.0,Alaixys Romao,4-2-3-1,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
15,2023-01-03,21:30,Super League,Regular season,Tue,Home,L,0.0,2.0,Olympiacos,,1108.0,Konstantinos Tsirigotis,5-4-1,Aristotelis Diamantopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
16,2023-01-08,17:00,Super League,Regular season,Sun,Away,L,0.0,2.0,Atromitos,,1362.0,Alaixys Romao,4-2-3-1,Ioannis Papadopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
17,2023-01-16,19:30,Super League,Regular season,Mon,Home,L,0.0,1.0,Volos NFC,,567.0,Alaixys Romao,4-2-3-1,Konstantinos Perrakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
18,2023-01-22,16:00,Super League,Regular season,Sun,Home,L,1.0,2.0,AEK Athens,,948.0,Alaixys Romao,3-5-2,Anastasios Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
19,2023-01-30,19:30,Super League,Regular season,Mon,Away,W,2.0,0.0,PAS Lamia,,1053.0,Alaixys Romao,4-4-2,Christos Vergetis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
20,2023-02-04,19:00,Super League,Regular season,Sat,Home,W,1.0,0.0,Aris,,676.0,Alaixys Romao,4-5-1,Georgios Tzovaras,Match Report,,,,,1.0,1.0,1.0,,,,2022,Ionikos,,,,,,,
21,2023-02-11,20:00,Super League,Regular season,Sat,Away,D,0.0,0.0,PAS Giannina,,1550.0,Alaixys Romao,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
22,2023-02-19,19:30,Super League,Regular season,Sun,Away,L,0.0,1.0,Panetolikos,,1779.0,Giorgos Valerianos,4-2-3-1,Fotis Polychronis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
23,2023-02-26,16:00,Super League,Regular season,Sun,Home,L,0.0,2.0,OFI Crete,,1082.0,Giorgos Valerianos,3-5-2,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
24,2023-03-05,20:30,Super League,Regular season,Sun,Away,L,0.0,6.0,PAOK,,8257.0,Alaixys Romao,4-2-3-1,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
25,2023-03-12,19:00,Super League,Regular season,Sun,Home,W,1.0,0.0,Asteras Tripoli,,730.0,Alaixys Romao,4-2-3-1,Vassilis Fotias,Match Report,,,,,1.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
26,2023-03-18,19:30,Super League,Relegation round,Sat,Away,L,0.0,2.0,Atromitos,,192.0,Alaixys Romao,4-2-3-1,Fotis Polychronis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
27,2023-04-01,21:00,Super League,Relegation round,Sat,Home,W,1.0,0.0,Asteras Tripoli,,1215.0,Alaixys Romao,4-2-3-1,Andreas Gamaris,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
28,2023-04-08,19:30,Super League,Relegation round,Sat,Away,W,1.0,0.0,Panetolikos,,1581.0,Alaixys Romao,4-2-3-1,Christos Vergetis,Match Report,,,,,1.0,1.0,1.0,,,,2022,Ionikos,,,,,,,
29,2023-04-22,19:15,Super League,Relegation round,Sat,Away,D,2.0,2.0,Levadiakos,,818.0,Dmytro Chygrynskiy,4-2-3-1,Evangelos Manouhos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
30,2023-04-29,19:15,Super League,Relegation round,Sat,Home,L,0.0,1.0,PAS Giannina,,2191.0,Alaixys Romao,4-2-3-1,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
31,2023-05-06,20:00,Super League,Relegation round,Sat,Away,D,2.0,2.0,OFI Crete,,3798.0,Alaixys Romao,5-3-2,Efstathios Gortsilas,Match Report,,,,,2.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
32,2023-05-13,20:00,Super League,Relegation round,Sat,Home,D,2.0,2.0,PAS Lamia,,3400.0,Alaixys Romao,4-3-3,Aristotelis Diamantopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Ionikos,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,22.0,2.0,2.0,,,,2022,Ionikos,,,,,,,
0,2022-08-21,20:30,Super League,Regular season,Sun,Away,L,0.0,3.0,Aris,,7353.0,Alfredo Mejía,4-3-3,Georgios Tzovaras,Match Report,,,,,0.0,0.0,0.0,,,,2022,Levadiakos,,,,,,,
1,2022-08-26,21:30,Super League,Regular season,Fri,Away,D,0.0,0.0,Ionikos,,510.0,Alfredo Mejía,4-3-3,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Levadiakos,,,,,,,
2,2022-09-03,20:30,Super League,Regular season,Sat,Away,L,0.0,1.0,Panathinaikos,,10123.0,Alfredo Mejía,4-3-3,Petros Tsagarakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Levadiakos,,,,,,,
