,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,dist,fk,g-xg,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,np:g-xg,npxg,npxg/sh,year,team
41,2023-11-04,,Série A,Matchweek 32,Sat,Home,,,,São Paulo,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
42,2023-11-08,,Série A,Matchweek 33,Wed,Away,,,,Internacional,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
43,2023-11-11,,Série A,Matchweek 34,Sat,Away,,,,Flamengo,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
44,2023-11-22,,Série A,Matchweek 35,Wed,Home,,,,Coritiba,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
45,2023-11-25,,Série A,Matchweek 36,Sat,Away,,,,Santos,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
46,2023-11-29,,Série A,Matchweek 37,Wed,Away,,,,Palmeiras,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
47,2023-12-03,,Série A,Matchweek 38,Sun,Home,,,,Grêmio,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,2023,Fluminense
0,2023-04-06,20:00,Sudamericana,Group stage,Thu,Away,W,4,1,py Tacuary,,,74.0,,Aderlan Silva,4-2-3-1,Mathias de Armas,Match Report,,,,,0.14,0.36,4.0,0.0,0.0,29.0,11.0,37.9,,,,2023,Bragantino
1,2023-04-15,18:30,Série A,Matchweek 1,Sat,Home,W,2,1,Bahia,2.0,0.7,55.0,3368.0,Aderlan Silva,4-2-3-1,Maguielson Lima Barbosa,Match Report,,20.8,1.0,0.0,0.15,0.29,2.0,0.0,0.0,13.0,7.0,53.8,0.0,2.0,0.17,2023,Bragantino
2,2023-04-18,19:00,Sudamericana,Group stage,Tue,Home,W,5,0,bo Oriente Petrolero,,,71.0,,Aderlan Silva,4-3-3,Francisco Gilabert,Match Report,,,,,0.17,0.33,5.0,1.0,1.0,23.0,12.0,52.2,,,,2023,Bragantino
3,2023-04-22,17:30,Série A,Matchweek 2,Sat,Away,D,1,1,Cuiabá,0.9,1.2,66.0,9267.0,Aderlan Silva,4-3-3,Caio Max Augusto Vieira,Match Report,,19.9,1.0,0.1,0.14,0.5,1.0,0.0,0.0,7.0,2.0,28.6,0.1,0.9,0.13,2023,Bragantino
4,2023-04-29,18:30,Série A,Matchweek 3,Sat,Home,L,0,3,Cruzeiro,1.5,2.0,46.0,4829.0,Aderlan Silva,4-2-3-1,Braulio da Silva Machado,Match Report,,16.9,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,12.0,5.0,41.7,-1.5,1.5,0.12,2023,Bragantino
5,2023-05-02,21:00,Sudamericana,Group stage,Tue,Home,D,0,0,ar Estudiantes,,,55.0,3236.0,Cleiton Schwengber,4-2-3-1,Carlos Ortega,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.6,,,,2023,Bragantino
6,2023-05-07,18:30,Série A,Matchweek 4,Sun,Away,D,3,3,Grêmio,1.8,1.7,58.0,23760.0,Juninho Capixaba,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,18.0,0.0,1.2,0.14,0.43,3.0,0.0,0.0,21.0,7.0,33.3,1.2,1.8,0.09,2023,Bragantino
7,2023-05-10,19:00,Série A,Matchweek 5,Wed,Home,D,2,2,América (MG),1.7,2.0,62.0,2909.0,Cleiton Schwengber,4-3-3,Rafael Rodrigo Klein,Match Report,,19.2,1.0,0.3,0.1,0.22,2.0,0.0,0.0,20.0,9.0,45.0,0.3,1.7,0.09,2023,Bragantino
8,2023-05-13,18:30,Série A,Matchweek 6,Sat,Away,D,1,1,Palmeiras,1.0,1.6,42.0,39488.0,Cleiton Schwengber,4-3-3,Savio Pereira,Match Report,,21.5,0.0,0.0,0.13,0.33,1.0,0.0,0.0,8.0,3.0,37.5,0.0,1.0,0.12,2023,Bragantino
