,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,dist,fk,g-xg,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,np:g-xg,npxg,npxg/sh,year,team
16,2021-12-04,19:00,Ligue 1,Matchweek 17,Sat,Away,L,1,2,Lille,0.3,1.4,55.0,28286.0,Jimmy Giraudon,3-5-1-1,Benoît Bastien,Match Report,,23.1,0.0,0.7,0.14,0.33,1.0,0.0,0.0,7.0,3.0,42.9,0.7,0.3,0.05,2021,Troyes
17,2021-12-12,15:00,Ligue 1,Matchweek 18,Sun,Home,L,1,2,Bordeaux,1.5,1.3,65.0,7950.0,Jimmy Giraudon,3-5-2,Romain Lissorgue,Match Report,,21.4,2.0,-0.5,0.05,0.33,1.0,0.0,0.0,20.0,3.0,15.0,-0.5,1.5,0.07,2021,Troyes
18,2021-12-18,13:45,Coupe de France,Round of 64,Sat,Home,D,1 (2),1 (4),Nancy,,,58.0,2916.0,Adil Rami,3-5-1-1,Willy Delajod,Match Report,Nancy won on penalty kicks following extra time,,,,0.0,0.0,1.0,1.0,1.0,9.0,6.0,66.7,,,,2021,Troyes
19,2021-12-22,21:00,Ligue 1,Matchweek 19,Wed,Home,D,1,1,Brest,1.2,0.6,66.0,6872.0,Jimmy Giraudon,5-3-2,Johan Hamel,Match Report,,18.8,0.0,-0.2,0.07,0.25,1.0,0.0,0.0,15.0,4.0,26.7,-0.2,1.2,0.08,2021,Troyes
20,2022-01-16,17:05,Ligue 1,Matchweek 21,Sun,Home,L,0,1,Lyon,0.4,2.8,38.0,4224.0,Adil Rami,3-5-1-1,Jérôme Brisard,Match Report,,12.8,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,-0.4,0.4,0.06,2021,Troyes
21,2022-01-19,19:00,Ligue 1,Matchweek 20,Wed,Away,W,1,0,Montpellier,0.8,0.9,48.0,4943.0,Adil Rami,4-4-2,Jeremy Stinat,Match Report,,22.0,0.0,0.2,0.08,0.2,1.0,0.0,0.0,13.0,5.0,38.5,0.2,0.8,0.06,2021,Troyes
22,2022-01-23,15:00,Ligue 1,Matchweek 22,Sun,Away,L,1,2,Angers,1.7,2.4,56.0,5000.0,Florian Tardieu,4-5-1,Romain Lissorgue,Match Report,,14.4,0.0,-0.7,0.09,0.17,1.0,0.0,0.0,11.0,6.0,54.5,-0.7,1.7,0.18,2021,Troyes
23,2022-02-06,15:00,Ligue 1,Matchweek 23,Sun,Home,D,0,0,Metz,0.6,0.5,47.0,7227.0,Adil Rami,4-4-1-1,Pierre Gaillouste,Match Report,,17.4,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22.2,-0.6,0.6,0.06,2021,Troyes
24,2022-02-13,15:00,Ligue 1,Matchweek 24,Sun,Away,L,1,5,Brest,0.5,2.7,42.0,10600.0,Adil Rami,4-4-2,Florent Batta,Match Report,,17.2,0.0,0.5,0.2,0.5,1.0,0.0,0.0,5.0,2.0,40.0,0.5,0.5,0.09,2021,Troyes
25,2022-02-20,15:00,Ligue 1,Matchweek 25,Sun,Away,L,1,4,Rennes,0.6,2.8,37.0,22967.0,Adil Rami,5-3-2,Clément Turpin,Match Report,,12.5,0.0,0.4,0.25,1.0,1.0,0.0,0.0,4.0,1.0,25.0,0.4,0.6,0.17,2021,Troyes
