,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team
8,2023-06-04,15:30,Série B,Matchweek 10,Sun,Away,W,1.0,0.0,Guarani,27.0,4846.0,Anderson Conceição,3-4-3,Afro Rocha de Carvalho Filho,Match Report,,,0.14,0.5,1.0,0.0,0.0,7.0,2.0,28.6,2023,CRB
9,2023-06-07,21:30,Série B,Matchweek 11,Wed,Home,W,2.0,0.0,Mirassol Futebol Clube,39.0,3103.0,Anderson Conceição,3-4-3,Marielson Alves Silva,Match Report,,,0.13,0.5,2.0,0.0,0.0,15.0,4.0,26.7,2023,CRB
10,2023-06-10,19:30,Série B,Matchweek 12,Sat,Away,W,3.0,1.0,Ceará,46.0,35898.0,Anderson Conceição,4-3-3,Luiz Flávio de Oliveira,Match Report,,,0.23,0.5,3.0,0.0,0.0,13.0,6.0,46.2,2023,CRB
11,2023-06-21,19:00,Série B,Matchweek 13,Wed,Home,D,2.0,2.0,Ituano,57.0,5807.0,Anderson Conceição,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,,,0.12,0.25,2.0,0.0,0.0,17.0,8.0,47.1,2023,CRB
12,2023-06-27,19:00,Série B,Matchweek 14,Tue,Away,L,1.0,2.0,Criciúma,61.0,12687.0,Anderson Conceição,4-2-3-1,Marcelo de Lima Henrique,Match Report,,,0.06,0.33,1.0,0.0,0.0,17.0,3.0,17.6,2023,CRB
13,2023-07-01,18:15,Série B,Matchweek 15,Sat,Home,W,2.0,1.0,Londrina,51.0,3835.0,Anderson Conceição,4-2-3-1,Leonardo Willers Lorenzatto,Match Report,,,0.17,1.0,2.0,0.0,0.0,12.0,2.0,16.7,2023,CRB
14,2023-07-05,19:00,Série B,Matchweek 1,Wed,Home,W,2.0,0.0,Sport Recife,40.0,,Anderson Conceição,4-5-1,Caio Max Augusto Vieira,Match Report,,,0.13,0.25,1.0,0.0,0.0,8.0,4.0,50.0,2023,CRB
15,2023-07-09,15:30,Série B,Matchweek 16,Sun,Away,L,1.0,2.0,Chapecoense,62.0,5337.0,Anderson Conceição,4-1-4-1,Fabio Augusto de Sá Junior,Match Report,,,0.08,0.5,1.0,0.0,0.0,13.0,2.0,15.4,2023,CRB
16,2023-07-18,18:00,Série B,Matchweek 18,Tue,Away,L,1.0,2.0,Tombense Futebol Clube,53.0,,Anderson Conceição,4-2-3-1,Thiago Luis Scarascati,Match Report,,,0.09,0.33,1.0,0.0,0.0,11.0,3.0,27.3,2023,CRB
17,2023-07-21,19:00,Série B,Matchweek 19,Fri,Home,W,1.0,0.0,Ponte Preta,65.0,,Anselmo Ramon,4-2-3-1,Leo Simão Holanda,Match Report,,,0.06,0.14,1.0,0.0,0.0,18.0,7.0,38.9,2023,CRB
18,2023-07-28,21:30,Série B,Matchweek 20,Fri,Away,L,0.0,2.0,Sport Recife,42.0,,Anselmo Ramon,4-2-3-1,Anderson Daronco,Match Report,,,0.0,0.0,0.0,0.0,0.0,10.0,2.0,20.0,2023,CRB
19,2023-08-01,21:30,Série B,Matchweek 21,Tue,Home,W,2.0,1.0,Atl Goianiense,50.0,,Gum,4-2-3-1,Leonardo Ferreira Lima,Match Report,,,0.18,0.67,2.0,0.0,0.0,11.0,3.0,27.3,2023,CRB
20,2023-08-05,17:00,Série B,Matchweek 22,Sat,Home,D,0.0,0.0,Botafogo (SP),63.0,,Gum,4-2-3-1,Marielson Alves Silva,Match Report,,,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2023,CRB
21,2023-08-12,17:00,Série B,Matchweek 23,Sat,Away,D,1.0,1.0,Sampaio Corrêa,39.0,,Gum,4-1-4-1,Gustavo Ervino Bauermann,Match Report,,,0.13,0.25,1.0,0.0,0.0,8.0,4.0,50.0,2023,CRB
22,2023-08-19,17:00,Série B,Matchweek 24,Sat,Away,W,2.0,1.0,ABC,40.0,,Gum,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,,0.18,0.4,2.0,0.0,0.0,11.0,5.0,45.5,2023,CRB
23,2023-08-23,19:00,Série B,Matchweek 17,Wed,Home,D,1.0,1.0,Avaí,53.0,,Anselmo Ramon,4-1-4-1,Lucas Paulo Torezin,Match Report,,,0.07,0.25,1.0,0.0,0.0,15.0,4.0,26.7,2023,CRB
24,2023-08-26,18:00,Série B,Matchweek 25,Sat,Home,W,1.0,0.0,Grêmio Novorizontino,59.0,,Anselmo Ramon,4-1-4-1,Jonathan Benkenstein Pinheiro,Match Report,,,0.08,0.25,1.0,0.0,0.0,13.0,4.0,30.8,2023,CRB
25,2023-09-03,15:45,Série B,Matchweek 26,Sun,Away,W,1.0,0.0,Vila Nova,48.0,,Anselmo Ramon,4-1-4-1,Alisson Sidnei Furtado,Match Report,,,0.1,0.25,1.0,0.0,0.0,10.0,4.0,40.0,2023,CRB
26,2023-09-10,18:00,Série B,Matchweek 27,Sun,Home,,,,Vitória,,,,,,Head-to-Head,,,0.08,0.28,27.0,0.0,1.0,323.0,96.0,29.7,2023,CRB
27,2023-09-16,18:00,Série B,Matchweek 28,Sat,Away,,,,Juventude,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
28,2023-09-23,17:00,Série B,Matchweek 29,Sat,Home,,,,Guarani,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
29,2023-10-03,,Série B,Matchweek 30,Tue,Away,,,,Mirassol Futebol Clube,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
30,2023-10-06,,Série B,Matchweek 31,Fri,Home,,,,Ceará,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
31,2023-10-17,,Série B,Matchweek 32,Tue,Away,,,,Ituano,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
32,2023-10-24,,Série B,Matchweek 33,Tue,Home,,,,Criciúma,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
33,2023-10-27,,Série B,Matchweek 34,Fri,Away,,,,Londrina,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
34,2023-10-31,,Série B,Matchweek 35,Tue,Home,,,,Chapecoense,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
35,2023-11-07,,Série B,Matchweek 36,Tue,Away,,,,Avaí,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
36,2023-11-10,,Série B,Matchweek 37,Fri,Home,,,,Tombense Futebol Clube,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
37,2023-11-25,,Série B,Matchweek 38,Sat,Away,,,,Ponte Preta,,,,,,Head-to-Head,,,,,,,,,,,2023,CRB
0,2023-04-14,21:30,Série B,Matchweek 1,Fri,Away,L,0.0,2.0,Ituano,64.0,1151.0,Luiz Otávio,4-2-3-1,Bruno Arleu de Araujo,Match Report,,,0.0,0.0,0.0,0.0,0.0,21.0,2.0,9.5,2023,Ceara
1,2023-04-22,18:15,Série B,Matchweek 2,Sat,Home,L,0.0,3.0,Guarani,58.0,,Richardson,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,,,0.0,0.0,0.0,0.0,0.0,22.0,3.0,13.6,2023,Ceara
2,2023-04-30,17:00,Série B,Matchweek 3,Sun,Away,W,2.0,1.0,ABC,49.0,7253.0,Luiz Otávio,4-2-3-1,Felipe Fernandes de Lima,Match Report,,,0.2,0.33,2.0,0.0,0.0,10.0,6.0,60.0,2023,Ceara
3,2023-05-07,11:00,Série B,Matchweek 5,Sun,Away,D,0.0,0.0,Ponte Preta,62.0,5553.0,Luiz Otávio,4-2-3-1,Rafael Rodrigo Klein,Match Report,,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,2023,Ceara
4,2023-05-10,19:00,Série B,Matchweek 4,Wed,Home,L,0.0,2.0,Vitória,66.0,,Luiz Otávio,4-2-3-1,Bruno Mota Correia,Match Report,,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,2023,Ceara
5,2023-05-13,18:15,Série B,Matchweek 6,Sat,Home,W,2.0,0.0,Tombense Futebol Clube,47.0,,Richardson,4-4-2,Leonardo Ferreira Lima,Match Report,,,0.18,0.33,2.0,0.0,0.0,11.0,6.0,54.5,2023,Ceara
6,2023-05-21,15:30,Série B,Matchweek 7,Sun,Away,W,2.0,1.0,Criciúma,40.0,16073.0,Luiz Otávio,4-2-3-1,Wilton Sampaio,Match Report,,,0.15,0.29,2.0,0.0,0.0,13.0,7.0,53.8,2023,Ceara
7,2023-05-24,19:00,Série B,Matchweek 8,Wed,Away,W,3.0,1.0,Londrina,61.0,1351.0,Luiz Otávio,4-2-3-1,Maguielson Lima Barbosa,Match Report,,,0.33,1.0,3.0,0.0,0.0,9.0,3.0,33.3,2023,Ceara
8,2023-05-28,15:30,Série B,Matchweek 9,Sun,Home,L,0.0,3.0,Grêmio Novorizontino,66.0,37545.0,Luiz Otávio,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,,0.0,0.0,0.0,0.0,0.0,10.0,4.0,40.0,2023,Ceara
9,2023-06-02,19:00,Série B,Matchweek 10,Fri,Home,W,2.0,0.0,Chapecoense,50.0,41153.0,Richardson,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,,0.12,0.29,2.0,0.0,0.0,17.0,7.0,41.2,2023,Ceara
10,2023-06-06,21:30,Série B,Matchweek 11,Tue,Away,W,3.0,0.0,Atl Goianiense,42.0,2862.0,Tiago Pagnussat,4-2-3-1,Matheus Delgado Candançan,Match Report,,,0.15,0.2,3.0,1.0,1.0,13.0,10.0,76.9,2023,Ceara
11,2023-06-10,19:30,Série B,Matchweek 12,Sat,Home,L,1.0,3.0,CRB,54.0,35898.0,Richardson,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,,0.06,0.14,1.0,0.0,0.0,18.0,7.0,38.9,2023,Ceara
12,2023-06-25,15:30,Série B,Matchweek 13,Sun,Away,D,1.0,1.0,Sampaio Corrêa,49.0,5716.0,Richardson,4-2-3-1,Thiago Luis Scarascati,Match Report,,,0.08,1.0,1.0,0.0,0.0,12.0,1.0,8.3,2023,Ceara
13,2023-06-28,19:00,Série B,Matchweek 14,Wed,Home,D,0.0,0.0,Avaí,64.0,14513.0,Richardson,4-2-3-1,Douglas Marques das Flores,Match Report,,,0.0,0.0,0.0,0.0,1.0,21.0,3.0,14.3,2023,Ceara
14,2023-07-02,18:00,Série B,Matchweek 15,Sun,Away,L,0.0,2.0,Sport Recife,54.0,17713.0,Tiago Pagnussat,4-2-3-1,Bruno Arleu de Araujo,Match Report,,,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.3,2023,Ceara
15,2023-07-07,21:30,Série B,Matchweek 16,Fri,Home,W,3.0,0.0,Botafogo (SP),50.0,19428.0,Tiago Pagnussat,4-2-3-1,Arthur Gomes Rabelo,Match Report,,,0.21,0.43,3.0,0.0,0.0,14.0,7.0,50.0,2023,Ceara
16,2023-07-16,15:30,Série B,Matchweek 17,Sun,Away,D,1.0,1.0,Mirassol Futebol Clube,34.0,,Tiago Pagnussat,4-2-3-1,Alisson Sidnei Furtado,Match Report,,,0.0,0.0,1.0,1.0,1.0,5.0,1.0,20.0,2023,Ceara
17,2023-07-19,21:30,Série B,Matchweek 18,Wed,Home,W,1.0,0.0,Vila Nova,55.0,,Luiz Otávio,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,,0.06,0.33,1.0,0.0,0.0,16.0,3.0,18.8,2023,Ceara
18,2023-07-23,15:30,Série B,Matchweek 19,Sun,Away,L,0.0,1.0,Juventude,46.0,,Luiz Otávio,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,,0.0,0.0,0.0,0.0,0.0,9.0,5.0,55.6,2023,Ceara
19,2023-07-28,19:00,Série B,Matchweek 20,Fri,Home,D,1.0,1.0,Ituano,44.0,,Luiz Otávio,4-2-3-1,Arthur Gomes Rabelo,Match Report,,,0.06,0.14,1.0,0.0,0.0,17.0,7.0,41.2,2023,Ceara
20,2023-08-02,21:30,Série B,Matchweek 21,Wed,Away,D,0.0,0.0,Guarani,54.0,,Luiz Otávio,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.3,2023,Ceara
21,2023-08-06,18:00,Série B,Matchweek 22,Sun,Home,W,1.0,0.0,ABC,51.0,,Willian Maranhão,4-3-3,Jose Mendonca da Silva Junior,Match Report,,,0.06,0.33,1.0,0.0,0.0,17.0,3.0,17.6,2023,Ceara
22,2023-08-13,18:00,Série B,Matchweek 23,Sun,Away,L,0.0,1.0,Vitória,66.0,,Luiz Otávio,4-2-3-1,Bruno Arleu de Araujo,Match Report,,,0.0,0.0,0.0,0.0,0.0,20.0,6.0,30.0,2023,Ceara
23,2023-08-20,18:00,Série B,Matchweek 24,Sun,Home,D,1.0,1.0,Ponte Preta,60.0,,Luiz Otávio,5-3-2,Anderson Daronco,Match Report,,,0.06,0.14,1.0,0.0,0.0,16.0,7.0,43.8,2023,Ceara
24,2023-08-26,17:00,Série B,Matchweek 25,Sat,Away,D,2.0,2.0,Tombense Futebol Clube,33.0,,Luiz Otávio,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,,,0.33,0.5,2.0,0.0,0.0,6.0,4.0,66.7,2023,Ceara
25,2023-09-02,17:00,Série B,Matchweek 26,Sat,Home,W,1.0,0.0,Criciúma,45.0,,Luiz Otávio,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,,0.06,0.14,1.0,0.0,0.0,18.0,7.0,38.9,2023,Ceara
26,2023-09-06,21:30,Série B,Matchweek 27,Wed,Home,,,,Londrina,,,,,,Head-to-Head,,,0.07,0.22,27.0,2.0,3.0,354.0,113.0,31.9,2023,Ceara
27,2023-09-18,21:00,Série B,Matchweek 28,Mon,Away,,,,Grêmio Novorizontino,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
28,2023-09-23,17:00,Série B,Matchweek 29,Sat,Away,,,,Chapecoense,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
29,2023-10-03,,Série B,Matchweek 30,Tue,Home,,,,Atl Goianiense,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
30,2023-10-06,,Série B,Matchweek 31,Fri,Away,,,,CRB,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
31,2023-10-17,,Série B,Matchweek 32,Tue,Home,,,,Sampaio Corrêa,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
32,2023-10-24,,Série B,Matchweek 33,Tue,Away,,,,Avaí,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
33,2023-10-27,,Série B,Matchweek 34,Fri,Home,,,,Sport Recife,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
34,2023-10-31,,Série B,Matchweek 35,Tue,Away,,,,Botafogo (SP),,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
35,2023-11-07,,Série B,Matchweek 36,Tue,Home,,,,Mirassol Futebol Clube,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
36,2023-11-10,,Série B,Matchweek 37,Fri,Away,,,,Vila Nova,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
37,2023-11-25,,Série B,Matchweek 38,Sat,Home,,,,Juventude,,,,,,Head-to-Head,,,,,,,,,,,2023,Ceara
0,2023-04-15,17:00,Série B,Matchweek 1,Sat,Home,W,1.0,0.0,Chapecoense,55.0,1830.0,Danielzinho,4-1-4-1,Bruno Mota Correia,Match Report,,,0.05,0.2,1.0,0.0,0.0,20.0,5.0,25.0,2023,Mirassol Futebol Clube
1,2023-04-22,16:00,Série B,Matchweek 2,Sat,Away,L,0.0,1.0,Avaí,42.0,4711.0,Gabriel,4-1-4-1,Maguielson Lima Barbosa,Match Report,,,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.3,2023,Mirassol Futebol Clube
2,2023-04-29,16:00,Série B,Matchweek 3,Sat,Away,W,3.0,1.0,Sampaio Corrêa,47.0,3551.0,Luiz Otávio,4-4-2,Jefferson Ferreira de Moraes,Match Report,,,0.11,0.25,3.0,2.0,2.0,9.0,4.0,44.4,2023,Mirassol Futebol Clube
3,2023-05-03,19:00,Série B,Matchweek 4,Wed,Home,L,0.0,2.0,Grêmio Novorizontino,71.0,2144.0,Alex Muralha,4-4-2,Lucas Paulo Torezin,Match Report,,,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,2023,Mirassol Futebol Clube
4,2023-05-06,18:15,Série B,Matchweek 5,Sat,Home,D,1.0,1.0,Vila Nova,62.0,1637.0,Alex Muralha,4-4-2,Caio Max Augusto Vieira,Match Report,,,0.05,0.14,1.0,0.0,0.0,20.0,7.0,35.0,2023,Mirassol Futebol Clube
5,2023-05-13,16:00,Série B,Matchweek 6,Sat,Away,W,1.0,0.0,Juventude,53.0,1994.0,Alex Muralha,4-3-3,Fabio Augusto de Sá Junior,Match Report,,,0.07,0.25,1.0,0.0,0.0,15.0,4.0,26.7,2023,Mirassol Futebol Clube
6,2023-05-19,19:00,Série B,Matchweek 7,Fri,Home,W,2.0,0.0,Vitória,57.0,1971.0,Alex Muralha,4-3-3,André Luiz Skettino Policarpo Bento,Match Report,,,0.12,0.2,2.0,0.0,0.0,17.0,10.0,58.8,2023,Mirassol Futebol Clube
7,2023-05-23,19:00,Série B,Matchweek 8,Tue,Away,L,0.0,1.0,Botafogo (SP),65.0,3464.0,Alex Muralha,4-3-3,Marcelo de Lima Henrique,Match Report,,,0.0,0.0,0.0,0.0,0.0,20.0,5.0,25.0,2023,Mirassol Futebol Clube
8,2023-05-28,15:30,Série B,Matchweek 9,Sun,Home,W,1.0,0.0,Criciúma,49.0,1695.0,Fernando Camilo Farias,4-2-3-1,Felipe Fernandes de Lima,Match Report,,,0.07,0.5,1.0,0.0,0.0,14.0,2.0,14.3,2023,Mirassol Futebol Clube
9,2023-06-03,17:00,Série B,Matchweek 10,Sat,Home,W,1.0,0.0,Ponte Preta,68.0,2000.0,Fernando Camilo Farias,4-2-3-1,Leandro Pedro Vuaden,Match Report,,,0.04,0.14,1.0,0.0,0.0,23.0,7.0,30.4,2023,Mirassol Futebol Clube
10,2023-06-07,21:30,Série B,Matchweek 11,Wed,Away,L,0.0,2.0,CRB,61.0,3103.0,Alex Muralha,4-2-3-1,Marielson Alves Silva,Match Report,,,0.0,0.0,0.0,0.0,0.0,13.0,2.0,15.4,2023,Mirassol Futebol Clube
11,2023-06-11,11:00,Série B,Matchweek 12,Sun,Away,W,2.0,1.0,Londrina,68.0,712.0,Alex Muralha,4-4-2,Fabio Augusto de Sá Junior,Match Report,,,0.17,0.67,2.0,0.0,0.0,12.0,3.0,25.0,2023,Mirassol Futebol Clube
12,2023-06-25,11:00,Série B,Matchweek 13,Sun,Home,W,3.0,2.0,ABC,55.0,2312.0,Alex Muralha,4-4-2,Jefferson Ferreira de Moraes,Match Report,,,0.14,0.21,3.0,0.0,0.0,21.0,14.0,66.7,2023,Mirassol Futebol Clube
13,2023-06-28,21:30,Série B,Matchweek 14,Wed,Away,L,1.0,2.0,Guarani,62.0,3195.0,Alex Muralha,4-4-2,Lucas Paulo Torezin,Match Report,,,0.08,0.5,1.0,0.0,0.0,12.0,2.0,16.7,2023,Mirassol Futebol Clube
14,2023-07-03,18:00,Série B,Matchweek 15,Mon,Home,L,0.0,1.0,Ituano,55.0,2365.0,Alex Muralha,4-2-3-1,Arthur Gomes Rabelo,Match Report,,,0.0,0.0,0.0,0.0,0.0,19.0,7.0,36.8,2023,Mirassol Futebol Clube
15,2023-07-09,18:00,Série B,Matchweek 16,Sun,Away,D,0.0,0.0,Sport Recife,63.0,,Alex Muralha,4-2-3-1,Felipe Fernandes de Lima,Match Report,,,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,2023,Mirassol Futebol Clube
16,2023-07-16,15:30,Série B,Matchweek 17,Sun,Home,D,1.0,1.0,Ceará,66.0,,Alex Muralha,4-2-3-1,Alisson Sidnei Furtado,Match Report,,,0.07,0.13,1.0,0.0,0.0,15.0,8.0,53.3,2023,Mirassol Futebol Clube
17,2023-07-19,19:00,Série B,Matchweek 18,Wed,Away,D,2.0,2.0,Atl Goianiense,36.0,,Alex Muralha,4-2-3-1,Arthur Gomes Rabelo,Match Report,,,0.29,0.5,2.0,0.0,0.0,7.0,4.0,57.1,2023,Mirassol Futebol Clube
18,2023-07-22,15:30,Série B,Matchweek 19,Sat,Home,W,2.0,0.0,Tombense Futebol Clube,55.0,,Alex Muralha,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,,0.08,0.33,2.0,1.0,1.0,12.0,3.0,25.0,2023,Mirassol Futebol Clube
19,2023-07-29,11:00,Série B,Matchweek 20,Sat,Away,W,1.0,0.0,Chapecoense,58.0,,Alex Muralha,4-2-3-1,Leonardo Willers Lorenzatto,Match Report,,,0.06,0.14,1.0,0.0,0.0,18.0,7.0,38.9,2023,Mirassol Futebol Clube
20,2023-08-01,19:00,Série B,Matchweek 21,Tue,Home,D,2.0,2.0,Avaí,56.0,,Alex Muralha,4-4-2,Denis da Silva Ribeiro Serafim,Match Report,,,0.17,0.5,2.0,0.0,0.0,12.0,4.0,33.3,2023,Mirassol Futebol Clube
21,2023-08-04,21:30,Série B,Matchweek 22,Fri,Home,D,0.0,0.0,Sampaio Corrêa,60.0,,Alex Muralha,4-4-2,Tarcizo Pinheiro Caetano,Match Report,,,0.0,,0.0,0.0,0.0,13.0,0.0,0.0,2023,Mirassol Futebol Clube
22,2023-08-11,19:00,Série B,Matchweek 23,Fri,Away,L,1.0,2.0,Grêmio Novorizontino,59.0,,Alex Muralha,4-4-2,Marcelo de Lima Henrique,Match Report,,,0.09,0.25,1.0,0.0,0.0,11.0,4.0,36.4,2023,Mirassol Futebol Clube
23,2023-08-17,21:30,Série B,Matchweek 24,Thu,Away,L,0.0,2.0,Vila Nova,72.0,,Fernando Camilo Farias,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,2023,Mirassol Futebol Clube
24,2023-08-22,19:00,Série B,Matchweek 25,Tue,Home,L,0.0,1.0,Juventude,63.0,,Alex Muralha,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,,0.0,0.0,0.0,0.0,1.0,9.0,1.0,11.1,2023,Mirassol Futebol Clube
25,2023-09-01,19:15,Série B,Matchweek 26,Fri,Away,D,0.0,0.0,Vitória,51.0,,Gabriel,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,,0.0,0.0,0.0,0.0,0.0,16.0,3.0,18.8,2023,Mirassol Futebol Clube
26,2023-09-09,20:30,Série B,Matchweek 27,Sat,Home,,,,Botafogo (SP),,,,,,Head-to-Head,,,0.06,0.2,25.0,3.0,4.0,360.0,111.0,30.8,2023,Mirassol Futebol Clube
27,2023-09-16,15:30,Série B,Matchweek 28,Sat,Away,,,,Criciúma,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
28,2023-09-22,19:00,Série B,Matchweek 29,Fri,Away,,,,Ponte Preta,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
29,2023-10-03,,Série B,Matchweek 30,Tue,Home,,,,CRB,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
30,2023-10-06,,Série B,Matchweek 31,Fri,Home,,,,Londrina,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
31,2023-10-17,,Série B,Matchweek 32,Tue,Away,,,,ABC,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
32,2023-10-24,,Série B,Matchweek 33,Tue,Home,,,,Guarani,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
33,2023-10-27,,Série B,Matchweek 34,Fri,Away,,,,Ituano,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
34,2023-10-31,,Série B,Matchweek 35,Tue,Home,,,,Sport Recife,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
35,2023-11-07,,Série B,Matchweek 36,Tue,Away,,,,Ceará,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
36,2023-11-10,,Série B,Matchweek 37,Fri,Home,,,,Atl Goianiense,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
37,2023-11-25,,Série B,Matchweek 38,Sat,Away,,,,Tombense Futebol Clube,,,,,,Head-to-Head,,,,,,,,,,,2023,Mirassol Futebol Clube
0,2023-04-15,18:15,Série B,Matchweek 1,Sat,Away,W,2.0,1.0,Juventude,35.0,3243.0,Fillipe Soutto,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,,,0.18,0.4,2.0,0.0,0.0,11.0,5.0,45.5,2023,Botafogo SP
1,2023-04-21,19:00,Série B,Matchweek 2,Fri,Home,W,1.0,0.0,Sampaio Corrêa,42.0,5182.0,Fillipe Soutto,4-2-3-1,Murilo Francisco Misson Junior,Match Report,,,0.0,0.0,1.0,1.0,1.0,14.0,3.0,21.4,2023,Botafogo SP
2,2023-04-29,17:00,Série B,Matchweek 3,Sat,Home,W,2.0,0.0,CRB,44.0,4216.0,Fillipe Soutto,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,,0.06,0.17,2.0,1.0,1.0,16.0,6.0,37.5,2023,Botafogo SP
3,2023-05-02,19:00,Série B,Matchweek 4,Tue,Away,L,0.0,2.0,Ponte Preta,46.0,3271.0,Tarik,4-2-3-1,Marielson Alves Silva,Match Report,,,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,2023,Botafogo SP
4,2023-05-05,21:30,Série B,Matchweek 5,Fri,Home,L,0.0,3.0,Vitória,55.0,3426.0,Tarik,4-2-3-1,Savio Pereira,Match Report,,,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.6,2023,Botafogo SP
5,2023-05-14,18:00,Série B,Matchweek 6,Sun,Away,W,2.0,1.0,ABC,32.0,3231.0,Tarik,4-2-3-1,Lucas Paulo Torezin,Match Report,,,0.17,0.4,2.0,0.0,0.0,12.0,5.0,41.7,2023,Botafogo SP
6,2023-05-20,16:00,Série B,Matchweek 7,Sat,Away,L,0.0,3.0,Sport Recife,54.0,18233.0,Tarik,4-2-3-1,Bruno Mota Correia,Match Report,,,0.0,0.0,0.0,0.0,0.0,13.0,4.0,30.8,2023,Botafogo SP
7,2023-05-23,19:00,Série B,Matchweek 8,Tue,Home,W,1.0,0.0,Mirassol Futebol Clube,35.0,3464.0,Tarik,4-2-3-1,Marcelo de Lima Henrique,Match Report,,,0.08,0.25,1.0,0.0,0.0,13.0,4.0,30.8,2023,Botafogo SP
8,2023-05-27,18:00,Série B,Matchweek 9,Sat,Away,D,1.0,1.0,Atl Goianiense,33.0,2986.0,Tarik,4-2-3-1,Caio Max Augusto Vieira,Match Report,,,0.07,0.25,1.0,0.0,0.0,14.0,4.0,28.6,2023,Botafogo SP
9,2023-06-02,19:00,Série B,Matchweek 10,Fri,Home,D,0.0,0.0,Tombense Futebol Clube,49.0,3463.0,Tarik,4-2-3-1,Diego Pombo Lopez,Match Report,,,0.0,0.0,0.0,0.0,0.0,15.0,4.0,26.7,2023,Botafogo SP
10,2023-06-06,21:30,Série B,Matchweek 11,Tue,Home,L,0.0,2.0,Ituano,56.0,2794.0,Tarik,4-2-3-1,Luiz Augusto Silveira Tisne,Match Report,,,0.0,0.0,0.0,0.0,0.0,15.0,1.0,6.7,2023,Botafogo SP
11,2023-06-11,15:30,Série B,Matchweek 12,Sun,Away,D,1.0,1.0,Avaí,60.0,4301.0,Tarik,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,,0.1,0.5,1.0,0.0,0.0,10.0,2.0,20.0,2023,Botafogo SP
